	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
106					A0A8J1KLU2	39.1	69	2.68e-08	TrEMBL	LOC121393375	A0A8J1KLU2_XENLA	tr|A0A8J1KLU2|A0A8J1KLU2_XENLA uncharacterized protein LOC121393375 OS=Xenopus laevis OX=8355 GN=LOC121393375 PE=4 SV=1	294	Xenopus laevis	uncharacterized protein LOC121393375
107					CAH2329431.1	40.0	75	3.6e-08	Nr			CAH2329431.1 Hypothetical predicted protein, partial [Pelobates cultripes]	101	Pelobates cultripes	Hypothetical predicted protein, partial
108					A0A8C5WFM7	36.5	126	3.94e-08	TrEMBL		A0A8C5WFM7_9ANUR	tr|A0A8C5WFM7|A0A8C5WFM7_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	403	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
109					A0A8C5QQL5	34.1	123	5.36e-08	TrEMBL		A0A8C5QQL5_9ANUR	tr|A0A8C5QQL5|A0A8C5QQL5_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	401	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
110					A0A8C5W8X4	34.4	131	8.21e-08	TrEMBL		A0A8C5W8X4_9ANUR	tr|A0A8C5W8X4|A0A8C5W8X4_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	716	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
111					A0A8S3REA8	37.0	81	8.77e-08	TrEMBL	MEDL_19548	A0A8S3REA8_MYTED	tr|A0A8S3REA8|A0A8S3REA8_MYTED C-type lectin domain-containing protein OS=Mytilus edulis OX=6550 GN=MEDL_19548 PE=4 SV=1	407	Mytilus edulis	C-type lectin domain-containing protein
112					A0A8C5PX07	33.3	123	1.06e-07	TrEMBL		A0A8C5PX07_9ANUR	tr|A0A8C5PX07|A0A8C5PX07_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	504	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
113					A0A8C5MH15	35.9	131	1.09e-07	TrEMBL		A0A8C5MH15_9ANUR	tr|A0A8C5MH15|A0A8C5MH15_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	608	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
114					A0A8J1KST9	42.0	69	1.34e-07	TrEMBL	LOC121394195	A0A8J1KST9_XENLA	tr|A0A8J1KST9|A0A8J1KST9_XENLA uncharacterized protein LOC121394194 OS=Xenopus laevis OX=8355 GN=LOC121394195 PE=4 SV=1	299	Xenopus laevis	uncharacterized protein LOC121394194
115					A0A8J1MEZ2	35.6	101	1.42e-07	TrEMBL	LOC121400642	A0A8J1MEZ2_XENLA	tr|A0A8J1MEZ2|A0A8J1MEZ2_XENLA uncharacterized protein LOC121400642 OS=Xenopus laevis OX=8355 GN=LOC121400642 PE=4 SV=1	314	Xenopus laevis	uncharacterized protein LOC121400642
116					A0A8C5MKL4	33.8	133	1.77e-07	TrEMBL		A0A8C5MKL4_9ANUR	tr|A0A8C5MKL4|A0A8C5MKL4_9ANUR RING-type domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	273	Leptobrachium leishanense	RING-type domain-containing protein
117					A0A8C5LZ44	34.8	132	2e-07	TrEMBL		A0A8C5LZ44_9ANUR	tr|A0A8C5LZ44|A0A8C5LZ44_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	563	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
118					XP_044141565.1	35.6	118	2.2e-07	Nr			XP_044141565.1 cytidine monophosphate-N-acetylneuraminic acid hydroxylase-like [Bufo gargarizans]	1055	Bufo gargarizans	cytidine monophosphate-N-acetylneuraminic acid hydroxylase-like
119					A0A8C5PSG1	37.1	97	2.32e-07	TrEMBL		A0A8C5PSG1_9ANUR	tr|A0A8C5PSG1|A0A8C5PSG1_9ANUR Vacuolar protein sorting-associated protein 33B OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	265	Leptobrachium leishanense	Vacuolar protein sorting-associated protein 33B
120					A0A8C5R1Q4	33.1	121	2.72e-07	TrEMBL		A0A8C5R1Q4_9ANUR	tr|A0A8C5R1Q4|A0A8C5R1Q4_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	564	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
121					A0A8C5MP19	35.5	107	5.24e-07	TrEMBL		A0A8C5MP19_9ANUR	tr|A0A8C5MP19|A0A8C5MP19_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	729	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
122					A0A8C5LSF6	34.6	107	1.68e-06	TrEMBL		A0A8C5LSF6_9ANUR	tr|A0A8C5LSF6|A0A8C5LSF6_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	482	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
123					A0A8C5Q3U2	37.4	99	1.96e-06	TrEMBL		A0A8C5Q3U2_9ANUR	tr|A0A8C5Q3U2|A0A8C5Q3U2_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	322	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
124					A0A8C5QCQ3	35.1	114	2.19e-06	TrEMBL		A0A8C5QCQ3_9ANUR	tr|A0A8C5QCQ3|A0A8C5QCQ3_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	404	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
125					XP_040191613.1	42.5	80	3.39e-06	Nr			XP_040191613.1 uncharacterized protein LOC120924680 [Rana temporaria]	735	Rana temporaria	uncharacterized protein LOC120924680
126					XP_040196440.1	27.9	140	3.4e-06	Nr			XP_040196440.1 uncharacterized protein LOC120929221 [Rana temporaria]	742	Rana temporaria	uncharacterized protein LOC120929221
127					XP_044155331.1	39.1	92	4.88e-06	Nr			XP_044155331.1 zinc finger protein 841-like [Bufo gargarizans]	1319	Bufo gargarizans	zinc finger protein 841-like
128					A0A8C5PXJ3	37.9	103	7.12e-06	TrEMBL		A0A8C5PXJ3_9ANUR	tr|A0A8C5PXJ3|A0A8C5PXJ3_9ANUR ATP-grasp domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	349	Leptobrachium leishanense	ATP-grasp domain-containing protein
129					A0A803J6A3	32.6	129	7.37e-06	TrEMBL		A0A803J6A3_XENTR	tr|A0A803J6A3|A0A803J6A3_XENTR Chloride intracellular channel protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	215	Xenopus tropicalis	Chloride intracellular channel protein
130					A0A8C5MZ48	37.9	103	7.52e-06	TrEMBL		A0A8C5MZ48_9ANUR	tr|A0A8C5MZ48|A0A8C5MZ48_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	406	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
131					A0A8C5LU68	37.9	103	7.79e-06	TrEMBL		A0A8C5LU68_9ANUR	tr|A0A8C5LU68|A0A8C5LU68_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	469	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
132					CAG2218430.1	33.3	99	0.000245	Nr			CAG2218430.1 unnamed protein product [Mytilus edulis]	592	Mytilus edulis	unnamed protein product
133					GFO26034.1	33.0	94	0.000397	Nr			GFO26034.1 hypothetical protein PoB_005253900 [Plakobranchus ocellatus]	236	Plakobranchus ocellatus	hypothetical protein PoB_005253900
134					XP_033099755.1	37.8	90	0.000411	Nr			XP_033099755.1 uncharacterized protein LOC117103324, partial [Anneissia japonica]	377	Anneissia japonica	uncharacterized protein LOC117103324, partial
135					XP_040179872.1	35.6	90	0.000469	Nr			XP_040179872.1 uncharacterized protein LOC120913749 [Rana temporaria]	761	Rana temporaria	uncharacterized protein LOC120913749
136	Cluster-40894.0_NODE_109138_length_1528_cov_3.581793_g43685_i0	bombina_pachypus_corset_DEGS_blastx	6.31922495258648	0.0451632026446132	A0A8J1L5X3	32.3	381	8.48e-28	TrEMBL	LOC121395456	A0A8J1L5X3_XENLA	tr|A0A8J1L5X3|A0A8J1L5X3_XENLA uncharacterized protein LOC121395456 isoform X1 OS=Xenopus laevis OX=8355 GN=LOC121395456 PE=4 SV=1	494	Xenopus laevis	uncharacterized protein LOC121395456 isoform X1
137					XP_041424947.1	32.3	381	2.18e-27	Nr			XP_041424947.1 uncharacterized protein LOC121395456 isoform X1 [Xenopus laevis]	494	Xenopus laevis	uncharacterized protein LOC121395456 isoform X1
138					A0A803JIM5	32.6	377	1.4599999999999998e-23	TrEMBL		A0A803JIM5_XENTR	tr|A0A803JIM5|A0A803JIM5_XENTR GIY-YIG domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	661	Xenopus tropicalis	GIY-YIG domain-containing protein
139					A0A803KCG6	29.8	393	3.0499999999999997e-23	TrEMBL		A0A803KCG6_XENTR	tr|A0A803KCG6|A0A803KCG6_XENTR Reverse transcriptase domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	762	Xenopus tropicalis	Reverse transcriptase domain-containing protein
140					OCT91964.1	31.5	378	1.28e-17	Nr			OCT91964.1 hypothetical protein XELAEV_18015021mg, partial [Xenopus laevis]	363	Xenopus laevis	hypothetical protein XELAEV_18015021mg, partial
141					OCT70725.1	29.5	363	1.8e-15	Nr			OCT70725.1 hypothetical protein XELAEV_18037650mg [Xenopus laevis]	370	Xenopus laevis	hypothetical protein XELAEV_18037650mg
142					OCT74460.1	30.3	366	2.17e-15	Nr			OCT74460.1 hypothetical protein XELAEV_18033439mg [Xenopus laevis]	358	Xenopus laevis	hypothetical protein XELAEV_18033439mg
143					OCT82474.1	28.9	391	4.27e-15	Nr			OCT82474.1 hypothetical protein XELAEV_18025005mg [Xenopus laevis]	699	Xenopus laevis	hypothetical protein XELAEV_18025005mg
144					OCT70181.1	30.2	377	5.54e-15	Nr			OCT70181.1 hypothetical protein XELAEV_18037102mg, partial [Xenopus laevis]	512	Xenopus laevis	hypothetical protein XELAEV_18037102mg, partial
145					XP_040212985.1	28.6	374	1.71e-14	Nr			XP_040212985.1 uncharacterized protein LOC120943646 [Rana temporaria]	646	Rana temporaria	uncharacterized protein LOC120943646
146					XP_040212877.1	28.6	374	1.92e-14	Nr			XP_040212877.1 uncharacterized protein LOC120943569 [Rana temporaria]	765	Rana temporaria	uncharacterized protein LOC120943569
147					XP_040264846.1	31.3	304	8.99e-14	Nr			XP_040264846.1 uncharacterized protein LOC120980043 [Bufo bufo]	338	Bufo bufo	uncharacterized protein LOC120980043
148					OCT67299.1	30.5	305	2.82e-13	Nr			OCT67299.1 hypothetical protein XELAEV_18038584mg, partial [Xenopus laevis]	332	Xenopus laevis	hypothetical protein XELAEV_18038584mg, partial
149					OCT93721.1	30.5	315	1.29e-12	Nr			OCT93721.1 hypothetical protein XELAEV_18011398mg [Xenopus laevis]	413	Xenopus laevis	hypothetical protein XELAEV_18011398mg
150					OCT95583.1	28.6	370	2.03e-12	Nr			OCT95583.1 hypothetical protein XELAEV_18013271mg [Xenopus laevis]	554	Xenopus laevis	hypothetical protein XELAEV_18013271mg
151					OCT88104.1	29.6	371	3.01e-12	Nr			OCT88104.1 hypothetical protein XELAEV_18016733mg [Xenopus laevis]	362	Xenopus laevis	hypothetical protein XELAEV_18016733mg
152					OCT82942.1	29.4	218	4.66e-12	Nr			OCT82942.1 hypothetical protein XELAEV_18025477mg, partial [Xenopus laevis]	245	Xenopus laevis	hypothetical protein XELAEV_18025477mg, partial
153					OCT65976.1	29.3	338	3.61e-11	Nr			OCT65976.1 hypothetical protein XELAEV_18042230mg [Xenopus laevis]	339	Xenopus laevis	hypothetical protein XELAEV_18042230mg
154					OCT92634.1	29.5	325	1.02e-10	Nr			OCT92634.1 hypothetical protein XELAEV_18015692mg, partial [Xenopus laevis]	322	Xenopus laevis	hypothetical protein XELAEV_18015692mg, partial
155					XP_044158606.1	30.2	374	1.15e-10	Nr			XP_044158606.1 uncharacterized protein LOC122944428 [Bufo gargarizans]	377	Bufo gargarizans	uncharacterized protein LOC122944428
156					OCT85084.1	28.2	333	1.18e-10	Nr			OCT85084.1 hypothetical protein XELAEV_18023247mg [Xenopus laevis]	339	Xenopus laevis	hypothetical protein XELAEV_18023247mg
157					A0A1B8Y0Y5	31.0	332	1.27e-10	TrEMBL	XENTR_v90028131mg	A0A1B8Y0Y5_XENTR	tr|A0A1B8Y0Y5|A0A1B8Y0Y5_XENTR GIY-YIG domain-containing protein OS=Xenopus tropicalis OX=8364 GN=XENTR_v90028131mg PE=4 SV=1	357	Xenopus tropicalis	GIY-YIG domain-containing protein
158					OCT61211.1	29.0	338	1.59e-10	Nr			OCT61211.1 hypothetical protein XELAEV_18047235mg [Xenopus laevis]	339	Xenopus laevis	hypothetical protein XELAEV_18047235mg
159					XP_040196440.1	30.1	296	1.86e-10	Nr			XP_040196440.1 uncharacterized protein LOC120929221 [Rana temporaria]	742	Rana temporaria	uncharacterized protein LOC120929221
160					OCT68280.1	26.9	324	1.74e-09	Nr			OCT68280.1 hypothetical protein XELAEV_18039580mg [Xenopus laevis]	308	Xenopus laevis	hypothetical protein XELAEV_18039580mg
161					OCT99589.1	30.4	263	2.39e-09	Nr			OCT99589.1 hypothetical protein XELAEV_18005372mg [Xenopus laevis]	310	Xenopus laevis	hypothetical protein XELAEV_18005372mg
162					OCT55731.1	30.8	211	3.08e-09	Nr			OCT55731.1 hypothetical protein XELAEV_18004497mg [Xenopus laevis]	212	Xenopus laevis	hypothetical protein XELAEV_18004497mg
163					OCT70307.1	30.1	336	3.63e-09	Nr			OCT70307.1 hypothetical protein XELAEV_18037231mg [Xenopus laevis]	368	Xenopus laevis	hypothetical protein XELAEV_18037231mg
164					A0A8C5P7I8	25.9	390	6.77e-09	TrEMBL		A0A8C5P7I8_9ANUR	tr|A0A8C5P7I8|A0A8C5P7I8_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	728	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
165					A0A821FKV8	28.2	308	1.27e-08	TrEMBL	RIMITATOR_LOCUS1024303	A0A821FKV8_9NEOB	tr|A0A821FKV8|A0A821FKV8_9NEOB (mimic poison frog) hypothetical protein OS=Ranitomeya imitator OX=111125 GN=RIMITATOR_LOCUS1024303 PE=4 SV=1	345	Ranitomeya imitator	(mimic poison frog) hypothetical protein
166					OCT70398.1	29.4	343	2e-08	Nr			OCT70398.1 hypothetical protein XELAEV_18037316mg [Xenopus laevis]	430	Xenopus laevis	hypothetical protein XELAEV_18037316mg
167					A0A8J1KIA4	30.0	317	2.67e-07	TrEMBL	LOC108715416	A0A8J1KIA4_XENLA	tr|A0A8J1KIA4|A0A8J1KIA4_XENLA uncharacterized protein LOC108715416 OS=Xenopus laevis OX=8355 GN=LOC108715416 PE=4 SV=1	727	Xenopus laevis	uncharacterized protein LOC108715416
168					A0A8J1KXX0	27.7	300	1.26e-06	TrEMBL	LOC121394669	A0A8J1KXX0_XENLA	tr|A0A8J1KXX0|A0A8J1KXX0_XENLA uncharacterized protein LOC121394669 OS=Xenopus laevis OX=8355 GN=LOC121394669 PE=4 SV=1	408	Xenopus laevis	uncharacterized protein LOC121394669
169					A0A8C5M435	27.6	384	1.81e-06	TrEMBL		A0A8C5M435_9ANUR	tr|A0A8C5M435|A0A8C5M435_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	642	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
170					A0A8J1M441	27.0	381	2.45e-06	TrEMBL	LOC121399360	A0A8J1M441_XENLA	tr|A0A8J1M441|A0A8J1M441_XENLA uncharacterized protein LOC121399360 OS=Xenopus laevis OX=8355 GN=LOC121399360 PE=4 SV=1	674	Xenopus laevis	uncharacterized protein LOC121399360
171					A0A1B8XYH4	28.8	330	3.59e-06	TrEMBL	XENTR_v90029288mg	A0A1B8XYH4_XENTR	tr|A0A1B8XYH4|A0A1B8XYH4_XENTR Reverse transcriptase domain-containing protein OS=Xenopus tropicalis OX=8364 GN=XENTR_v90029288mg PE=4 SV=1	500	Xenopus tropicalis	Reverse transcriptase domain-containing protein
172					A0A1B8XZB9	28.8	344	4.5e-06	TrEMBL	XENTR_v90028845mg	A0A1B8XZB9_XENTR	tr|A0A1B8XZB9|A0A1B8XZB9_XENTR GIY-YIG domain-containing protein OS=Xenopus tropicalis OX=8364 GN=XENTR_v90028845mg PE=4 SV=1	362	Xenopus tropicalis	GIY-YIG domain-containing protein
173					A0A8C5W8X4	28.5	389	7.77e-06	TrEMBL		A0A8C5W8X4_9ANUR	tr|A0A8C5W8X4|A0A8C5W8X4_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	716	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
174					A0A8J1KX52	26.9	327	1.03e-05	TrEMBL	LOC121394295	A0A8J1KX52_XENLA	tr|A0A8J1KX52|A0A8J1KX52_XENLA uncharacterized protein LOC121394295 OS=Xenopus laevis OX=8355 GN=LOC121394295 PE=4 SV=1	353	Xenopus laevis	uncharacterized protein LOC121394295
175					A0A8C5MXD3	28.4	331	1.3e-05	TrEMBL		A0A8C5MXD3_9ANUR	tr|A0A8C5MXD3|A0A8C5MXD3_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	644	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
176					A0A8J1L3P5	27.6	326	1.64e-05	TrEMBL	LOC121395092	A0A8J1L3P5_XENLA	tr|A0A8J1L3P5|A0A8J1L3P5_XENLA uncharacterized protein LOC121395092 OS=Xenopus laevis OX=8355 GN=LOC121395092 PE=4 SV=1	408	Xenopus laevis	uncharacterized protein LOC121395092
177					A0A8J1MRK2	27.6	326	2.18e-05	TrEMBL	LOC121402136	A0A8J1MRK2_XENLA	tr|A0A8J1MRK2|A0A8J1MRK2_XENLA uncharacterized protein LOC121402136 OS=Xenopus laevis OX=8355 GN=LOC121402136 PE=4 SV=1	408	Xenopus laevis	uncharacterized protein LOC121402136
178					A0A8J1M119	27.6	326	2.9e-05	TrEMBL	LOC121399280	A0A8J1M119_XENLA	tr|A0A8J1M119|A0A8J1M119_XENLA uncharacterized protein LOC121399280 OS=Xenopus laevis OX=8355 GN=LOC121399280 PE=4 SV=1	408	Xenopus laevis	uncharacterized protein LOC121399280
179					A0A803J2S1	26.8	328	3.19e-05	TrEMBL		A0A803J2S1_XENTR	tr|A0A803J2S1|A0A803J2S1_XENTR Reverse transcriptase domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	734	Xenopus tropicalis	Reverse transcriptase domain-containing protein
180					A0A8J1MJP0	27.6	326	3.88e-05	TrEMBL	LOC121401420	A0A8J1MJP0_XENLA	tr|A0A8J1MJP0|A0A8J1MJP0_XENLA uncharacterized protein LOC121401420 OS=Xenopus laevis OX=8355 GN=LOC121401420 PE=4 SV=1	609	Xenopus laevis	uncharacterized protein LOC121401420
181					A0A8J1M256	27.6	326	4.05e-05	TrEMBL	LOC121399279	A0A8J1M256_XENLA	tr|A0A8J1M256|A0A8J1M256_XENLA uncharacterized protein LOC121399279 OS=Xenopus laevis OX=8355 GN=LOC121399279 PE=4 SV=1	663	Xenopus laevis	uncharacterized protein LOC121399279
182					A0A8J1MKG7	27.6	326	4.11e-05	TrEMBL	LOC121401419	A0A8J1MKG7_XENLA	tr|A0A8J1MKG7|A0A8J1MKG7_XENLA uncharacterized protein LOC121401419 OS=Xenopus laevis OX=8355 GN=LOC121401419 PE=4 SV=1	688	Xenopus laevis	uncharacterized protein LOC121401419
183					A0A8J1KSI6	27.6	326	4.14e-05	TrEMBL	LOC121394168	A0A8J1KSI6_XENLA	tr|A0A8J1KSI6|A0A8J1KSI6_XENLA uncharacterized protein LOC121394168 OS=Xenopus laevis OX=8355 GN=LOC121394168 PE=4 SV=1	699	Xenopus laevis	uncharacterized protein LOC121394168
184					A0A1B8XYI2	29.3	335	4.52e-05	TrEMBL	XENTR_v90029287mg	A0A1B8XYI2_XENTR	tr|A0A1B8XYI2|A0A1B8XYI2_XENTR GIY-YIG domain-containing protein OS=Xenopus tropicalis OX=8364 GN=XENTR_v90029287mg PE=4 SV=1	366	Xenopus tropicalis	GIY-YIG domain-containing protein
185					A0A803JDM3	28.5	393	7.4e-05	TrEMBL		A0A803JDM3_XENTR	tr|A0A803JDM3|A0A803JDM3_XENTR Reverse transcriptase domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	734	Xenopus tropicalis	Reverse transcriptase domain-containing protein
186	Cluster-49549.0_NODE_109534_length_1522_cov_11.346392_g43889_i0	bombina_pachypus_corset_DEGS_blastx	6.24897144035844	0.0001154123870958	A0A803JHQ6	45.5	176	6.66e-39	TrEMBL		A0A803JHQ6_XENTR	tr|A0A803JHQ6|A0A803JHQ6_XENTR Reverse transcriptase domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	584	Xenopus tropicalis	Reverse transcriptase domain-containing protein
187					CAH2329928.1	41.7	156	5.15e-37	Nr			CAH2329928.1 Hypothetical predicted protein, partial [Pelobates cultripes]	535	Pelobates cultripes	Hypothetical predicted protein, partial
188					OCT65601.1	50.0	136	2.21e-36	Nr			OCT65601.1 hypothetical protein XELAEV_18041839mg [Xenopus laevis]	493	Xenopus laevis	hypothetical protein XELAEV_18041839mg
189					OCT70436.1	50.0	138	1.6100000000000001e-35	Nr			OCT70436.1 hypothetical protein XELAEV_18037355mg [Xenopus laevis]	493	Xenopus laevis	hypothetical protein XELAEV_18037355mg
190					A0A803JSK4	41.0	173	1.7700000000000002e-35	TrEMBL		A0A803JSK4_XENTR	tr|A0A803JSK4|A0A803JSK4_XENTR Reverse transcriptase domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	639	Xenopus tropicalis	Reverse transcriptase domain-containing protein
191					A0A803J844	41.0	173	2.1300000000000002e-35	TrEMBL		A0A803J844_XENTR	tr|A0A803J844|A0A803J844_XENTR Reverse transcriptase domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	673	Xenopus tropicalis	Reverse transcriptase domain-containing protein
192					A0A803JZX6	42.9	177	5.53e-35	TrEMBL		A0A803JZX6_XENTR	tr|A0A803JZX6|A0A803JZX6_XENTR Reverse transcriptase domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	482	Xenopus tropicalis	Reverse transcriptase domain-containing protein
193					A0A803KFZ4	48.1	135	6.850000000000001e-35	TrEMBL		A0A803KFZ4_XENTR	tr|A0A803KFZ4|A0A803KFZ4_XENTR Reverse transcriptase domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	561	Xenopus tropicalis	Reverse transcriptase domain-containing protein
194					OCT98704.1	42.0	176	1.86e-34	Nr			OCT98704.1 hypothetical protein XELAEV_18010935mg, partial [Xenopus laevis]	322	Xenopus laevis	hypothetical protein XELAEV_18010935mg, partial
195					XP_044141771.1	46.2	156	2.18e-34	Nr			XP_044141771.1 zinc finger protein 585A-like [Bufo gargarizans]	974	Bufo gargarizans	zinc finger protein 585A-like
196					OCT60119.1	48.9	139	2.3e-34	Nr			OCT60119.1 hypothetical protein XELAEV_18046140mg [Xenopus laevis]	494	Xenopus laevis	hypothetical protein XELAEV_18046140mg
197					A0A803JCF5	42.4	177	3.18e-34	TrEMBL		A0A803JCF5_XENTR	tr|A0A803JCF5|A0A803JCF5_XENTR Reverse transcriptase domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	551	Xenopus tropicalis	Reverse transcriptase domain-containing protein
198					A0A8C5PLW3	44.0	141	3.27e-34	TrEMBL		A0A8C5PLW3_9ANUR	tr|A0A8C5PLW3|A0A8C5PLW3_9ANUR Reverse transcriptase domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	594	Leptobrachium leishanense	Reverse transcriptase domain-containing protein
199					KAJ1156481.1	48.9	139	3.49e-34	Nr			KAJ1156481.1 hypothetical protein NDU88_009200 [Pleurodeles waltl]	220	Pleurodeles waltl	hypothetical protein NDU88_009200
200					A0A8C5LIJ5	44.0	141	4.36e-34	TrEMBL		A0A8C5LIJ5_9ANUR	tr|A0A8C5LIJ5|A0A8C5LIJ5_9ANUR GIY-YIG domain-containing protein OS=Leptobrachium leishanense OX=445787 PE=4 SV=1	721	Leptobrachium leishanense	GIY-YIG domain-containing protein
201					KAE8601590.1	42.4	177	5.79e-34	Nr			KAE8601590.1 hypothetical protein XENTR_v10013728 [Xenopus tropicalis]	1505	Xenopus tropicalis	hypothetical protein XENTR_v10013728
