	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
105					A0A8C4Y7K9	40.0	90	4.66e-08	TrEMBL	LOC115640765	A0A8C4Y7K9_9SAUR	tr|A0A8C4Y7K9|A0A8C4Y7K9_9SAUR E3 ubiquitin-protein ligase TRIM39-like OS=Gopherus evgoodei OX=1825980 GN=LOC115640765 PE=4 SV=1	521	Gopherus evgoodei	E3 ubiquitin-protein ligase TRIM39-like
106					A0A6P7XFI0	29.6	135	6.25e-08	TrEMBL	LOC115464979	A0A6P7XFI0_9AMPH	tr|A0A6P7XFI0|A0A6P7XFI0_9AMPH E3 ubiquitin-protein ligase TRIM39-like OS=Microcaecilia unicolor OX=1415580 GN=LOC115464979 PE=4 SV=1	479	Microcaecilia unicolor	E3 ubiquitin-protein ligase TRIM39-like
107					F6XZR6	31.1	135	8.66e-08	TrEMBL	TRIM39	F6XZR6_ORNAN	tr|F6XZR6|F6XZR6_ORNAN Tripartite motif containing 39 OS=Ornithorhynchus anatinus OX=9258 GN=TRIM39 PE=4 SV=2	522	Ornithorhynchus anatinus	Tripartite motif containing 39
108					A0A6P7X2Z8	31.1	132	1.16e-07	TrEMBL	LOC115458831	A0A6P7X2Z8_9AMPH	tr|A0A6P7X2Z8|A0A6P7X2Z8_9AMPH E3 ubiquitin-protein ligase TRIM39-like isoform X1 OS=Microcaecilia unicolor OX=1415580 GN=LOC115458831 PE=4 SV=1	478	Microcaecilia unicolor	E3 ubiquitin-protein ligase TRIM39-like isoform X1
109					A0A6P7XLH6	30.4	135	1.16e-07	TrEMBL	LOC115466326	A0A6P7XLH6_9AMPH	tr|A0A6P7XLH6|A0A6P7XLH6_9AMPH E3 ubiquitin-protein ligase TRIM39-like OS=Microcaecilia unicolor OX=1415580 GN=LOC115466326 PE=4 SV=1	483	Microcaecilia unicolor	E3 ubiquitin-protein ligase TRIM39-like
110					A0A6P7X1S7	31.1	132	1.16e-07	TrEMBL	LOC115458831	A0A6P7X1S7_9AMPH	tr|A0A6P7X1S7|A0A6P7X1S7_9AMPH E3 ubiquitin-protein ligase TRIM39-like isoform X3 OS=Microcaecilia unicolor OX=1415580 GN=LOC115458831 PE=4 SV=1	488	Microcaecilia unicolor	E3 ubiquitin-protein ligase TRIM39-like isoform X3
111					A0A6P7XRV4	32.5	126	1.17e-07	TrEMBL	LOC115466360	A0A6P7XRV4_9AMPH	tr|A0A6P7XRV4|A0A6P7XRV4_9AMPH E3 ubiquitin-protein ligase TRIM39-like OS=Microcaecilia unicolor OX=1415580 GN=LOC115466360 PE=4 SV=1	490	Microcaecilia unicolor	E3 ubiquitin-protein ligase TRIM39-like
112					A0A6P7XLI0	30.4	135	1.58e-07	TrEMBL	LOC115466331	A0A6P7XLI0_9AMPH	tr|A0A6P7XLI0|A0A6P7XLI0_9AMPH E3 ubiquitin-protein ligase TRIM39-like OS=Microcaecilia unicolor OX=1415580 GN=LOC115466331 PE=4 SV=1	483	Microcaecilia unicolor	E3 ubiquitin-protein ligase TRIM39-like
113					A0A6P7XLK7	28.9	135	2.15e-07	TrEMBL	LOC115466344	A0A6P7XLK7_9AMPH	tr|A0A6P7XLK7|A0A6P7XLK7_9AMPH E3 ubiquitin-protein ligase TRIM39-like OS=Microcaecilia unicolor OX=1415580 GN=LOC115466344 PE=4 SV=1	479	Microcaecilia unicolor	E3 ubiquitin-protein ligase TRIM39-like
114					A0A6P7XJJ7	30.4	135	2.16e-07	TrEMBL	LOC115466330	A0A6P7XJJ7_9AMPH	tr|A0A6P7XJJ7|A0A6P7XJJ7_9AMPH E3 ubiquitin-protein ligase TRIM39-like OS=Microcaecilia unicolor OX=1415580 GN=LOC115466330 PE=4 SV=1	483	Microcaecilia unicolor	E3 ubiquitin-protein ligase TRIM39-like
115					A6NK02	25.8	124	3.56e-07	Swiss-Prot	TRIM75	TRI75_HUMAN	sp|A6NK02|TRI75_HUMAN Tripartite motif-containing protein 75 OS=Homo sapiens OX=9606 GN=TRIM75 PE=3 SV=2	468	Homo sapiens	Tripartite motif-containing protein 75
116					A0A8C3P8G5	32.5	126	3.94e-07	TrEMBL		A0A8C3P8G5_CHRPI	tr|A0A8C3P8G5|A0A8C3P8G5_CHRPI Zinc finger protein RFP-like OS=Chrysemys picta bellii OX=8478 PE=4 SV=1	451	Chrysemys picta bellii	Zinc finger protein RFP-like
117					A0A8C3F2M1	36.3	113	3.99e-07	TrEMBL		A0A8C3F2M1_CHRPI	tr|A0A8C3F2M1|A0A8C3F2M1_CHRPI E3 ubiquitin-protein ligase TRIM39-like OS=Chrysemys picta bellii OX=8478 PE=4 SV=1	475	Chrysemys picta bellii	E3 ubiquitin-protein ligase TRIM39-like
118					A0A6P7XJM8	29.6	135	7.4e-07	TrEMBL	LOC115466347	A0A6P7XJM8_9AMPH	tr|A0A6P7XJM8|A0A6P7XJM8_9AMPH E3 ubiquitin-protein ligase TRIM39-like OS=Microcaecilia unicolor OX=1415580 GN=LOC115466347 PE=4 SV=1	476	Microcaecilia unicolor	E3 ubiquitin-protein ligase TRIM39-like
119					A0A6P7XSV0	29.6	135	9.74e-07	TrEMBL	LOC115468190	A0A6P7XSV0_9AMPH	tr|A0A6P7XSV0|A0A6P7XSV0_9AMPH E3 ubiquitin-protein ligase TRIM39-like OS=Microcaecilia unicolor OX=1415580 GN=LOC115468190 PE=4 SV=1	410	Microcaecilia unicolor	E3 ubiquitin-protein ligase TRIM39-like
120					A0A674JFJ3	31.7	126	1.92e-06	TrEMBL		A0A674JFJ3_TERCA	tr|A0A674JFJ3|A0A674JFJ3_TERCA Zinc finger protein RFP-like OS=Terrapene carolina triunguis OX=2587831 PE=4 SV=1	279	Terrapene carolina triunguis	Zinc finger protein RFP-like
121					A0A0B8RNX4	27.9	129	2.55e-06	TrEMBL		A0A0B8RNX4_BOIIR	tr|A0A0B8RNX4|A0A0B8RNX4_BOIIR Tripartite motif-containing protein 39-like OS=Boiga irregularis OX=92519 PE=3 SV=1	476	Boiga irregularis	Tripartite motif-containing protein 39-like
122					A0A8C3H5P2	31.4	121	3.45e-06	TrEMBL		A0A8C3H5P2_CHRPI	tr|A0A8C3H5P2|A0A8C3H5P2_CHRPI E3 ubiquitin-protein ligase TRIM39-like OS=Chrysemys picta bellii OX=8478 PE=4 SV=1	468	Chrysemys picta bellii	E3 ubiquitin-protein ligase TRIM39-like
123					A0A6P7XDI7	33.3	102	5.2e-06	TrEMBL	LOC115464344	A0A6P7XDI7_9AMPH	tr|A0A6P7XDI7|A0A6P7XDI7_9AMPH uncharacterized protein LOC115464344 OS=Microcaecilia unicolor OX=1415580 GN=LOC115464344 PE=4 SV=1	1000	Microcaecilia unicolor	uncharacterized protein LOC115464344
124					A0A6P8NUM6	31.3	112	1.21e-05	TrEMBL	LOC117350168	A0A6P8NUM6_GEOSA	tr|A0A6P8NUM6|A0A6P8NUM6_GEOSA E3 ubiquitin-protein ligase TRIM39-like OS=Geotrypetes seraphini OX=260995 GN=LOC117350168 PE=4 SV=1	511	Geotrypetes seraphini	E3 ubiquitin-protein ligase TRIM39-like
125					M7AT40	29.8	124	1.71e-05	TrEMBL	UY3_16831	M7AT40_CHEMY	tr|M7AT40|M7AT40_CHEMY Tripartite motif-containing protein 39 OS=Chelonia mydas OX=8469 GN=UY3_16831 PE=4 SV=1	661	Chelonia mydas	Tripartite motif-containing protein 39
126	Cluster-109105.0_A1.NODE_118123_length_1331_cov_4.583070_g53010_i0	salamandra_salamandra_sud-nord_blastp	4.78297459682706	0.0023367976660239	A0A1A7WDT4	50.8	59	1.98e-12	TrEMBL	BX005380.2	A0A1A7WDT4_9TELE	tr|A0A1A7WDT4|A0A1A7WDT4_9TELE Reverse transcriptase domain-containing protein (Fragment) OS=Iconisemion striatum OX=60296 GN=BX005380.2 PE=4 SV=1	117	Iconisemion striatum	Reverse transcriptase domain-containing protein (Fragment)
127					A0A2D4JA20	53.6	56	9.96e-12	TrEMBL		A0A2D4JA20_MICLE	tr|A0A2D4JA20|A0A2D4JA20_MICLE Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus lemniscatus lemniscatus OX=129467 PE=4 SV=1	112	Micrurus lemniscatus lemniscatus	Reverse transcriptase domain-containing protein (Fragment)
128					A0A2D4J9Z4	53.6	56	1.04e-11	TrEMBL		A0A2D4J9Z4_MICLE	tr|A0A2D4J9Z4|A0A2D4J9Z4_MICLE Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus lemniscatus lemniscatus OX=129467 PE=4 SV=1	114	Micrurus lemniscatus lemniscatus	Reverse transcriptase domain-containing protein (Fragment)
129					A0A2H6NCV4	54.7	53	1.18e-11	TrEMBL		A0A2H6NCV4_MICLE	tr|A0A2H6NCV4|A0A2H6NCV4_MICLE Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus lemniscatus carvalhoi OX=129465 PE=4 SV=1	119	Micrurus lemniscatus carvalhoi	Reverse transcriptase domain-containing protein (Fragment)
130					A0A2H6NCV0	54.7	53	1.45e-11	TrEMBL		A0A2H6NCV0_MICLE	tr|A0A2H6NCV0|A0A2H6NCV0_MICLE Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus lemniscatus carvalhoi OX=129465 PE=4 SV=1	128	Micrurus lemniscatus carvalhoi	Reverse transcriptase domain-containing protein (Fragment)
131					A0A2H6NCS2	54.7	53	1.55e-11	TrEMBL		A0A2H6NCS2_MICLE	tr|A0A2H6NCS2|A0A2H6NCS2_MICLE Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus lemniscatus carvalhoi OX=129465 PE=4 SV=1	131	Micrurus lemniscatus carvalhoi	Reverse transcriptase domain-containing protein (Fragment)
132					A0A2D4EJX2	52.9	51	2.73e-11	TrEMBL		A0A2D4EJX2_MICCO	tr|A0A2D4EJX2|A0A2D4EJX2_MICCO Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus corallinus OX=54390 PE=4 SV=1	141	Micrurus corallinus	Reverse transcriptase domain-containing protein (Fragment)
133					A0A2D4K7P8	55.1	49	3.62e-11	TrEMBL		A0A2D4K7P8_9SAUR	tr|A0A2D4K7P8|A0A2D4K7P8_9SAUR Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus paraensis OX=1970185 PE=4 SV=1	108	Micrurus paraensis	Reverse transcriptase domain-containing protein (Fragment)
134					A0A2D4L8K8	54.0	50	4.69e-11	TrEMBL		A0A2D4L8K8_9SAUR	tr|A0A2D4L8K8|A0A2D4L8K8_9SAUR Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus paraensis OX=1970185 PE=4 SV=1	119	Micrurus paraensis	Reverse transcriptase domain-containing protein (Fragment)
135					A0A3B3DFR7	48.5	66	4.81e-11	TrEMBL		A0A3B3DFR7_ORYME	tr|A0A3B3DFR7|A0A3B3DFR7_ORYME Reverse transcriptase domain-containing protein OS=Oryzias melastigma OX=30732 PE=4 SV=1	389	Oryzias melastigma	Reverse transcriptase domain-containing protein
136					A0A1A8SDD3	48.3	60	4.99e-11	TrEMBL	BX005380.2	A0A1A8SDD3_9TELE	tr|A0A1A8SDD3|A0A1A8SDD3_9TELE Reverse transcriptase domain-containing protein (Fragment) OS=Nothobranchius rachovii OX=451742 GN=BX005380.2 PE=4 SV=1	137	Nothobranchius rachovii	Reverse transcriptase domain-containing protein (Fragment)
137					A0A1A8MAS6	48.5	66	5.11e-11	TrEMBL	BX005380.2	A0A1A8MAS6_9TELE	tr|A0A1A8MAS6|A0A1A8MAS6_9TELE Reverse transcriptase domain-containing protein (Fragment) OS=Nothobranchius pienaari OX=704102 GN=BX005380.2 PE=4 SV=1	239	Nothobranchius pienaari	Reverse transcriptase domain-containing protein (Fragment)
138					A0A2D4L815	52.8	53	5.12e-11	TrEMBL		A0A2D4L815_9SAUR	tr|A0A2D4L815|A0A2D4L815_9SAUR Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus spixii OX=129469 PE=4 SV=1	108	Micrurus spixii	Reverse transcriptase domain-containing protein (Fragment)
139					A0A2D4EJV4	52.0	50	5.12e-11	TrEMBL		A0A2D4EJV4_MICCO	tr|A0A2D4EJV4|A0A2D4EJV4_MICCO Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus corallinus OX=54390 PE=4 SV=1	108	Micrurus corallinus	Reverse transcriptase domain-containing protein (Fragment)
140					A0A2D4L7U6	52.8	53	5.37e-11	TrEMBL		A0A2D4L7U6_9SAUR	tr|A0A2D4L7U6|A0A2D4L7U6_9SAUR Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus spixii OX=129469 PE=4 SV=1	110	Micrurus spixii	Reverse transcriptase domain-containing protein (Fragment)
141					A0A3B3I057	48.5	66	5.45e-11	TrEMBL		A0A3B3I057_ORYLA	tr|A0A3B3I057|A0A3B3I057_ORYLA Reverse transcriptase domain-containing protein OS=Oryzias latipes OX=8090 PE=4 SV=1	769	Oryzias latipes	Reverse transcriptase domain-containing protein
142					A0A2H6NCS5	56.5	46	6.04e-11	TrEMBL		A0A2H6NCS5_MICLE	tr|A0A2H6NCS5|A0A2H6NCS5_MICLE Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus lemniscatus carvalhoi OX=129465 PE=4 SV=1	115	Micrurus lemniscatus carvalhoi	Reverse transcriptase domain-containing protein (Fragment)
143					A0A2H6NDZ2	52.8	53	6.57e-11	TrEMBL		A0A2H6NDZ2_MICLE	tr|A0A2H6NDZ2|A0A2H6NDZ2_MICLE Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus lemniscatus carvalhoi OX=129465 PE=4 SV=1	104	Micrurus lemniscatus carvalhoi	Reverse transcriptase domain-containing protein (Fragment)
144					A0A2D4L819	52.8	53	8.14e-11	TrEMBL		A0A2D4L819_9SAUR	tr|A0A2D4L819|A0A2D4L819_9SAUR Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus spixii OX=129469 PE=4 SV=1	128	Micrurus spixii	Reverse transcriptase domain-containing protein (Fragment)
145					A0A2D4IZT0	52.8	53	9.81e-11	TrEMBL		A0A2D4IZT0_MICLE	tr|A0A2D4IZT0|A0A2D4IZT0_MICLE Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus lemniscatus lemniscatus OX=129467 PE=4 SV=1	121	Micrurus lemniscatus lemniscatus	Reverse transcriptase domain-containing protein (Fragment)
146					A0A8C6USZ9	47.6	63	1.03e-10	TrEMBL		A0A8C6USZ9_9GOBI	tr|A0A8C6USZ9|A0A8C6USZ9_9GOBI Reverse transcriptase domain-containing protein OS=Neogobius melanostomus OX=47308 PE=4 SV=1	327	Neogobius melanostomus	Reverse transcriptase domain-containing protein
147					A0A2H6NCS8	54.2	48	1.13e-10	TrEMBL		A0A2H6NCS8_MICLE	tr|A0A2H6NCS8|A0A2H6NCS8_MICLE Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus lemniscatus carvalhoi OX=129465 PE=4 SV=1	112	Micrurus lemniscatus carvalhoi	Reverse transcriptase domain-containing protein (Fragment)
148					A0A1A8Q0T2	48.3	60	1.22e-10	TrEMBL	BX005380.2	A0A1A8Q0T2_9TELE	tr|A0A1A8Q0T2|A0A1A8Q0T2_9TELE Reverse transcriptase domain-containing protein (Fragment) OS=Nothobranchius rachovii OX=451742 GN=BX005380.2 PE=4 SV=1	183	Nothobranchius rachovii	Reverse transcriptase domain-containing protein (Fragment)
149					A0A2D4LNN8	56.5	46	1.22e-10	TrEMBL		A0A2D4LNN8_9SAUR	tr|A0A2D4LNN8|A0A2D4LNN8_9SAUR Reverse transcriptase domain-containing protein (Fragment) OS=Micrurus spixii OX=129469 PE=4 SV=1	101	Micrurus spixii	Reverse transcriptase domain-containing protein (Fragment)
150					A0A3P8QVY5	42.4	66	1.35e-10	TrEMBL		A0A3P8QVY5_ASTCA	tr|A0A3P8QVY5|A0A3P8QVY5_ASTCA Reverse transcriptase domain-containing protein OS=Astatotilapia calliptera OX=8154 PE=4 SV=1	536	Astatotilapia calliptera	Reverse transcriptase domain-containing protein
151					XP_042073525.1	43.3	60	2.24e-09	Nr			XP_042073525.1 uncharacterized protein LOC106632435 [Haplochromis burtoni]	536	Haplochromis burtoni	uncharacterized protein LOC106632435
152					KAJ0005966.1	55.4	56	2.64e-09	Nr			KAJ0005966.1 hypothetical protein NQD34_015860 [Periophthalmus magnuspinnatus]	347	Periophthalmus magnuspinnatus	hypothetical protein NQD34_015860
153					KAI9999848.1	50.8	59	1.1e-08	Nr			KAI9999848.1 hypothetical protein NQD34_011691 [Periophthalmus magnuspinnatus]	875	Periophthalmus magnuspinnatus	hypothetical protein NQD34_011691
154					XP_041946065.1	49.2	59	1.45e-08	Nr			XP_041946065.1 uncharacterized protein LOC121707480 [Alosa sapidissima]	534	Alosa sapidissima	uncharacterized protein LOC121707480
155					MCP4456468.1	55.2	58	1.51e-08	Nr			MCP4456468.1 hypothetical protein [Cytophagales bacterium]	917	Cytophagales bacterium	hypothetical protein
156					KAF7645525.1	55.6	45	3.18e-08	Nr			KAF7645525.1 hypothetical protein LDENG_00202580 [Lucifuga dentata]	156	Lucifuga dentata	hypothetical protein LDENG_00202580
157					KAF7249628.1	56.5	46	3.52e-08	Nr			KAF7249628.1 putative RNA-directed DNA polymerase from transposon BS [Varanus komodoensis]	394	Varanus komodoensis	putative RNA-directed DNA polymerase from transposon BS
158					KAI2665842.1	47.2	53	3.7e-08	Nr			KAI2665842.1 RNA-directed DNA polymerase from mobile element jockey [Labeo rohita]	546	Labeo rohita	RNA-directed DNA polymerase from mobile element jockey
159					MBJ7894246.1	51.9	52	4.43e-08	Nr			MBJ7894246.1 hypothetical protein [Serratia sp. PAMC26656]	76	Serratia sp. PAMC26656	hypothetical protein
160					KAI2647852.1	47.5	59	4.91e-08	Nr			KAI2647852.1 RNA-directed DNA polymerase from mobile element jockey [Labeo rohita]	237	Labeo rohita	RNA-directed DNA polymerase from mobile element jockey
161					GFC52549.1	56.5	46	6.11e-08	Nr			GFC52549.1 hypothetical protein [Tanacetum cinerariifolium]	340	Tanacetum cinerariifolium	hypothetical protein
162					KAF7243832.1	58.7	46	7.02e-08	Nr			KAF7243832.1 Dymeclin [Varanus komodoensis]	656	Varanus komodoensis	Dymeclin
163					XP_042201711.1	37.1	105	7.07e-08	Nr			XP_042201711.1 LOW QUALITY PROTEIN: uncharacterized protein LOC121851711, partial [Callorhinchus milii]	723	Callorhinchus milii	LOW QUALITY PROTEIN: uncharacterized protein LOC121851711, partial
164					KAF7239466.1	56.5	46	7.27e-08	Nr			KAF7239466.1 putative RNA-directed DNA polymerase from transposon BS [Varanus komodoensis]	1171	Varanus komodoensis	putative RNA-directed DNA polymerase from transposon BS
165					XP_040203466.1	47.4	57	7.37e-08	Nr			XP_040203466.1 zinc finger protein 208-like, partial [Rana temporaria]	1738	Rana temporaria	zinc finger protein 208-like, partial
166					WP_193644633.1	51.7	60	8.69e-08	Nr			WP_193644633.1 reverse transcriptase domain-containing protein [Escherichia coli]	228	Escherichia coli	reverse transcriptase domain-containing protein
167					KAF7656762.1	48.1	52	8.73e-08	Nr			KAF7656762.1 hypothetical protein LDENG_00036470, partial [Lucifuga dentata]	269	Lucifuga dentata	hypothetical protein LDENG_00036470, partial
168					MPV02292.1	51.7	60	9.13e-08	Nr			MPV02292.1 hypothetical protein [Escherichia coli]	233	Escherichia coli	hypothetical protein
169					KAF7248154.1	56.5	46	9.41e-08	Nr			KAF7248154.1 Replication factor C subunit 1, partial [Varanus komodoensis]	535	Varanus komodoensis	Replication factor C subunit 1, partial
170					KAF7243480.1	56.5	46	9.44e-08	Nr			KAF7243480.1 putative RNA-directed DNA polymerase from transposon BS, partial [Varanus komodoensis]	549	Varanus komodoensis	putative RNA-directed DNA polymerase from transposon BS, partial
171					KAF7250803.1	56.5	46	9.53e-08	Nr			KAF7250803.1 hypothetical protein EYD10_03290, partial [Varanus komodoensis]	610	Varanus komodoensis	hypothetical protein EYD10_03290, partial
172					XP_029958222.1	46.7	60	9.54e-08	Nr			XP_029958222.1 uncharacterized protein LOC115396479, partial [Salarias fasciatus]	618	Salarias fasciatus	uncharacterized protein LOC115396479, partial
173					KAF7240555.1	56.5	46	9.57e-08	Nr			KAF7240555.1 Thromboxane-A synthase [Varanus komodoensis]	641	Varanus komodoensis	Thromboxane-A synthase
174					KAF7249994.1	56.5	46	9.71e-08	Nr			KAF7249994.1 putative RNA-directed DNA polymerase from transposon BS [Varanus komodoensis]	782	Varanus komodoensis	putative RNA-directed DNA polymerase from transposon BS
175					KAG1925807.1	47.2	53	9.72e-08	Nr			KAG1925807.1 hypothetical protein F2P79_025291 [Pimephales promelas]	801	Pimephales promelas	hypothetical protein F2P79_025291
176	Cluster-109226.1_A0.TRINITY_DN10288_c0_g1_i9	salamandra_salamandra_sud-nord_blastp	-6.9704934082566	0.0175175553858126	KAJ1192706.1	67.7	155	1.6799999999999997e-67	Nr			KAJ1192706.1 hypothetical protein NDU88_002012 [Pleurodeles waltl]	170	Pleurodeles waltl	hypothetical protein NDU88_002012
177					XP_029447383.1	39.9	153	9.33e-27	Nr			XP_029447383.1 interleukin-7 isoform X7 [Rhinatrema bivittatum]	180	Rhinatrema bivittatum	interleukin-7 isoform X7
178					XP_029447382.1	39.9	153	1.69e-26	Nr			XP_029447382.1 interleukin-7 isoform X6 [Rhinatrema bivittatum]	203	Rhinatrema bivittatum	interleukin-7 isoform X6
179					XP_029447379.1	39.9	153	2.3800000000000001e-26	Nr			XP_029447379.1 interleukin-7 isoform X3 [Rhinatrema bivittatum]	217	Rhinatrema bivittatum	interleukin-7 isoform X3
180					XP_029447378.1	39.9	153	4.18e-26	Nr			XP_029447378.1 interleukin-7 isoform X2 [Rhinatrema bivittatum]	241	Rhinatrema bivittatum	interleukin-7 isoform X2
181					XP_029447377.1	39.9	153	5.71e-26	Nr			XP_029447377.1 interleukin-7 isoform X1 [Rhinatrema bivittatum]	255	Rhinatrema bivittatum	interleukin-7 isoform X1
182					A0A6P7YX05	35.9	167	9.499999999999999e-24	TrEMBL	IL7	A0A6P7YX05_9AMPH	tr|A0A6P7YX05|A0A6P7YX05_9AMPH interleukin-7 isoform X2 OS=Microcaecilia unicolor OX=1415580 GN=IL7 PE=4 SV=1	177	Microcaecilia unicolor	interleukin-7 isoform X2
183					A0A6P7Z7D1	35.9	167	1.3799999999999998e-23	TrEMBL	IL7	A0A6P7Z7D1_9AMPH	tr|A0A6P7Z7D1|A0A6P7Z7D1_9AMPH Interleukin-7 OS=Microcaecilia unicolor OX=1415580 GN=IL7 PE=3 SV=1	192	Microcaecilia unicolor	Interleukin-7
184					XP_030071647.1	35.9	167	2.4399999999999999e-23	Nr			XP_030071647.1 interleukin-7 isoform X2 [Microcaecilia unicolor]	177	Microcaecilia unicolor	interleukin-7 isoform X2
185					XP_030071639.1	35.9	167	3.5499999999999996e-23	Nr			XP_030071639.1 interleukin-7 isoform X1 [Microcaecilia unicolor]	192	Microcaecilia unicolor	interleukin-7 isoform X1
186					A0A8C5TJ77	33.5	164	1.41e-20	TrEMBL		A0A8C5TJ77_9PASS	tr|A0A8C5TJ77|A0A8C5TJ77_9PASS Interleukin-7 OS=Malurus cyaneus samueli OX=2593467 PE=3 SV=1	180	Malurus cyaneus samueli	Interleukin-7
187					XP_036260081.1	35.7	157	7.04e-20	Nr			XP_036260081.1 interleukin-7 [Molothrus ater]	179	Molothrus ater	interleukin-7
188					A0A8C3Q9B0	36.9	157	7.72e-20	TrEMBL		A0A8C3Q9B0_GEOPR	tr|A0A8C3Q9B0|A0A8C3Q9B0_GEOPR Interleukin-7 OS=Geospiza parvula OX=87175 PE=3 SV=1	194	Geospiza parvula	Interleukin-7
189					XP_038245468.1	34.0	162	1.02e-19	Nr			XP_038245468.1 interleukin-7 isoform X1 [Dermochelys coriacea]	180	Dermochelys coriacea	interleukin-7 isoform X1
190					A0A8B9NAD4	36.1	158	1.11e-19	TrEMBL		A0A8B9NAD4_9AVES	tr|A0A8B9NAD4|A0A8B9NAD4_9AVES Interleukin-7 OS=Accipiter nisus OX=211598 PE=3 SV=1	180	Accipiter nisus	Interleukin-7
191					A0A803YDY2	37.3	153	1.42e-19	TrEMBL		A0A803YDY2_MELGA	tr|A0A803YDY2|A0A803YDY2_MELGA Interleukin-7 OS=Meleagris gallopavo OX=9103 PE=3 SV=1	176	Meleagris gallopavo	Interleukin-7
192					A0A8N5EZZ7	35.0	157	1.56e-19	TrEMBL	LOC115948532	A0A8N5EZZ7_GEOFO	tr|A0A8N5EZZ7|A0A8N5EZZ7_GEOFO Interleukin-7 OS=Geospiza fortis OX=48883 GN=LOC115948532 PE=3 SV=1	180	Geospiza fortis	Interleukin-7
193					A0A8C5JNV4	36.9	157	3.7e-19	TrEMBL		A0A8C5JNV4_JUNHY	tr|A0A8C5JNV4|A0A8C5JNV4_JUNHY Interleukin-7 OS=Junco hyemalis OX=40217 PE=3 SV=1	203	Junco hyemalis	Interleukin-7
194					XP_030799466.1	35.0	157	3.92e-19	Nr			XP_030799466.1 interleukin-7 [Camarhynchus parvulus]	179	Camarhynchus parvulus	interleukin-7
195					XP_030917576.1	35.0	157	4.01e-19	Nr			XP_030917576.1 uncharacterized protein LOC115948532 [Geospiza fortis]	180	Geospiza fortis	uncharacterized protein LOC115948532
196					XP_041320375.1	35.7	157	5.52e-19	Nr			XP_041320375.1 interleukin-7 [Pyrgilauda ruficollis]	179	Pyrgilauda ruficollis	interleukin-7
197					XP_049679527.1	36.1	158	5.65e-19	Nr			XP_049679527.1 interleukin-7 isoform X1 [Accipiter gentilis]	180	Accipiter gentilis	interleukin-7 isoform X1
198					A0A663MWN6	34.0	156	6.3e-19	TrEMBL		A0A663MWN6_ATHCN	tr|A0A663MWN6|A0A663MWN6_ATHCN Interleukin-7 OS=Athene cunicularia OX=194338 PE=3 SV=1	181	Athene cunicularia	Interleukin-7
199					A0A8C4VM35	33.3	165	8.67e-19	TrEMBL	IL7	A0A8C4VM35_9SAUR	tr|A0A8C4VM35|A0A8C4VM35_9SAUR Interleukin-7 OS=Gopherus evgoodei OX=1825980 GN=IL7 PE=3 SV=1	180	Gopherus evgoodei	Interleukin-7
200					A0A8T1SH94	34.1	164	8.67e-19	TrEMBL	IL7	A0A8T1SH94_CHESE	tr|A0A8T1SH94|A0A8T1SH94_CHESE Interleukin-7 OS=Chelydra serpentina OX=8475 GN=IL7 PE=3 SV=1	180	Chelydra serpentina	Interleukin-7
201					A0A8C4VPN3	33.3	165	8.87e-19	TrEMBL	IL7	A0A8C4VPN3_9SAUR	tr|A0A8C4VPN3|A0A8C4VPN3_9SAUR Interleukin-7 OS=Gopherus evgoodei OX=1825980 GN=IL7 PE=3 SV=1	181	Gopherus evgoodei	Interleukin-7
202					A0A8C3RYM2	34.1	164	1.14e-18	TrEMBL		A0A8C3RYM2_CHESE	tr|A0A8C3RYM2|A0A8C3RYM2_CHESE Interleukin-7 OS=Chelydra serpentina OX=8475 PE=3 SV=1	192	Chelydra serpentina	Interleukin-7
203					XP_032548365.1	34.0	159	1.15e-18	Nr			XP_032548365.1 interleukin-7 isoform X2 [Chiroxiphia lanceolata]	181	Chiroxiphia lanceolata	interleukin-7 isoform X2
204					A0A8C3FIP2	33.5	164	1.22e-18	TrEMBL	IL7	A0A8C3FIP2_CHRPI	tr|A0A8C3FIP2|A0A8C3FIP2_CHRPI Interleukin-7 OS=Chrysemys picta bellii OX=8478 GN=IL7 PE=3 SV=1	180	Chrysemys picta bellii	Interleukin-7
205					XP_009957075.1	35.3	153	1.28e-18	Nr			XP_009957075.1 PREDICTED: interleukin-7-like, partial [Leptosomus discolor]	171	Leptosomus discolor	PREDICTED: interleukin-7-like, partial
