query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene-ASIM_LOCUS5345	34506.g1603	5.84e-29	118.0	COG0477@1|root,KOG0569@2759|Eukaryota,38DNJ@33154|Opisthokonta,3BAAV@33208|Metazoa,3CS42@33213|Bilateria,40CA8@6231|Nematoda,1KUQ7@119089|Chromadorea,40SIV@6236|Rhabditida	33208|Metazoa	P	Sugar (and other) transporter	SLC2A4	GO:0000003,GO:0000139,GO:0001666,GO:0001669,GO:0001775,GO:0001939,GO:0002080,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002791,GO:0003008,GO:0003674,GO:0005102,GO:0005158,GO:0005215,GO:0005351,GO:0005355,GO:0005356,GO:0005360,GO:0005402,GO:0005488,GO:0005515,GO:0005536,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005768,GO:0005770,GO:0005771,GO:0005794,GO:0005798,GO:0005829,GO:0005856,GO:0005886,GO:0005887,GO:0005901,GO:0005903,GO:0005905,GO:0005911,GO:0005938,GO:0005975,GO:0005984,GO:0005988,GO:0005989,GO:0005996,GO:0006082,GO:0006732,GO:0006766,GO:0006767,GO:0006810,GO:0006811,GO:0006812,GO:0006820,GO:0006887,GO:0006950,GO:0006955,GO:0006970,GO:0006972,GO:0007154,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0007565,GO:0007586,GO:0008021,GO:0008150,GO:0008152,GO:0008324,GO:0008509,GO:0008514,GO:0008643,GO:0008645,GO:0009058,GO:0009059,GO:0009267,GO:0009311,GO:0009312,GO:0009410,GO:0009605,GO:0009612,GO:0009628,GO:0009636,GO:0009679,GO:0009719,GO:0009725,GO:0009743,GO:0009746,GO:0009749,GO:0009758,GO:0009897,GO:0009986,GO:0009987,GO:0009991,GO:0010021,GO:0010033,GO:0010243,GO:0010646,GO:0010817,GO:0010827,GO:0010941,GO:0012505,GO:0012506,GO:0014070,GO:0014704,GO:0015075,GO:0015077,GO:0015078,GO:0015144,GO:0015145,GO:0015149,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015629,GO:0015672,GO:0015711,GO:0015749,GO:0015755,GO:0016020,GO:0016021,GO:0016043,GO:0016051,GO:0016192,GO:0016323,GO:0016324,GO:0016936,GO:0019752,GO:0019852,GO:0019899,GO:0019900,GO:0021537,GO:0021543,GO:0021987,GO:0022414,GO:0022600,GO:0022607,GO:0022804,GO:0022857,GO:0022890,GO:0023051,GO:0030016,GO:0030017,GO:0030018,GO:0030054,GO:0030133,GO:0030135,GO:0030136,GO:0030140,GO:0030141,GO:0030154,GO:0030246,GO:0030315,GO:0030496,GO:0030658,GO:0030659,GO:0030667,GO:0030672,GO:0030863,GO:0030864,GO:0030900,GO:0031016,GO:0031018,GO:0031090,GO:0031224,GO:0031226,GO:0031253,GO:0031410,GO:0031526,GO:0031667,GO:0031668,GO:0031669,GO:0031674,GO:0031960,GO:0031982,GO:0031984,GO:0032501,GO:0032502,GO:0032593,GO:0032868,GO:0032869,GO:0032870,GO:0032879,GO:0032880,GO:0032940,GO:0033222,GO:0033300,GO:0033500,GO:0033554,GO:0033993,GO:0034097,GO:0034219,GO:0034220,GO:0034284,GO:0034612,GO:0034637,GO:0034762,GO:0035270,GO:0035461,GO:0035579,GO:0036094,GO:0036230,GO:0036293,GO:0036294,GO:0042119,GO:0042149,GO:0042221,GO:0042383,GO:0042470,GO:0042493,GO:0042581,GO:0042592,GO:0042593,GO:0042594,GO:0042802,GO:0042908,GO:0042910,GO:0042981,GO:0042995,GO:0043066,GO:0043067,GO:0043069,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043230,GO:0043231,GO:0043232,GO:0043292,GO:0043299,GO:0043312,GO:0043434,GO:0043436,GO:0043621,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044262,GO:0044281,GO:0044291,GO:0044381,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044430,GO:0044431,GO:0044433,GO:0044444,GO:0044446,GO:0044448,GO:0044449,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0044703,GO:0044706,GO:0044853,GO:0044877,GO:0045055,GO:0045120,GO:0045121,GO:0045177,GO:0045202,GO:0045321,GO:0045444,GO:0045471,GO:0046323,GO:0046351,GO:0046677,GO:0046883,GO:0046903,GO:0048029,GO:0048471,GO:0048513,GO:0048519,GO:0048523,GO:0048545,GO:0048731,GO:0048770,GO:0048856,GO:0048869,GO:0048878,GO:0050708,GO:0050789,GO:0050794,GO:0050796,GO:0050873,GO:0050892,GO:0050896,GO:0051046,GO:0051049,GO:0051119,GO:0051179,GO:0051180,GO:0051186,GO:0051223,GO:0051234,GO:0051384,GO:0051704,GO:0051716,GO:0055056,GO:0055085,GO:0060322,GO:0060548,GO:0065003,GO:0065007,GO:0065008,GO:0070062,GO:0070201,GO:0070382,GO:0070482,GO:0070820,GO:0070821,GO:0070837,GO:0070887,GO:0071214,GO:0071260,GO:0071310,GO:0071345,GO:0071356,GO:0071375,GO:0071417,GO:0071453,GO:0071456,GO:0071470,GO:0071474,GO:0071495,GO:0071496,GO:0071548,GO:0071702,GO:0071704,GO:0071840,GO:0071944,GO:0090087,GO:0090276,GO:0090482,GO:0097223,GO:0097305,GO:0097327,GO:0097367,GO:0097458,GO:0097708,GO:0098552,GO:0098588,GO:0098589,GO:0098590,GO:0098655,GO:0098656,GO:0098660,GO:0098662,GO:0098791,GO:0098793,GO:0098805,GO:0098857,GO:0098862,GO:0099080,GO:0099081,GO:0099501,GO:0099503,GO:0099512,GO:0099568,GO:0101002,GO:0101003,GO:0104004,GO:0106001,GO:0120025,GO:0120038,GO:1901135,GO:1901137,GO:1901576,GO:1901652,GO:1901653,GO:1901654,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902600,GO:1903530,GO:1903561,GO:1904016,GO:1904659,GO:2000896	-	ko:K07191,ko:K07299,ko:K07593,ko:K08142	ko04066,ko04068,ko04152,ko04910,ko04911,ko04917,ko04919,ko04920,ko04922,ko04930,ko04931,ko04950,ko04973,ko04976,ko05166,ko05200,ko05211,ko05230,map04066,map04068,map04152,map04910,map04911,map04917,map04919,map04920,map04922,map04930,map04931,map04950,map04973,map04976,map05166,map05200,map05211,map05230	-	-	-	ko00000,ko00001,ko02000	2.A.1.1,2.A.1.1.12,2.A.1.1.28,2.A.1.1.29	-	-	Sugar_tr
gene-ASIM_LOCUS5352	7209.EFO22880.1	2.36e-104	306.0	COG1471@1|root,KOG0378@2759|Eukaryota,38DSV@33154|Opisthokonta,3BBBC@33208|Metazoa,3CUBC@33213|Bilateria,40BM5@6231|Nematoda,1KU38@119089|Chromadorea	33208|Metazoa	J	Belongs to the eukaryotic ribosomal protein eS4 family	RpS4	GO:0002181,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0022626,GO:0022627,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02987	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	40S_S4_C,KOW,RS4NT,Ribosomal_S4e,S4
gene-ASIM_LOCUS5355	34506.g4442	5.42e-41	149.0	KOG1777@1|root,KOG1777@2759|Eukaryota,38CQM@33154|Opisthokonta,3B9V9@33208|Metazoa,3CU97@33213|Bilateria,40CGW@6231|Nematoda,1KTJ3@119089|Chromadorea,4108G@6236|Rhabditida	33208|Metazoa	S	Domain present in carbohydrate binding proteins and sugar hydrolses	FBXO11	GO:0000003,GO:0000151,GO:0000209,GO:0001667,GO:0002119,GO:0002164,GO:0003006,GO:0003008,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005730,GO:0005737,GO:0005829,GO:0006325,GO:0006342,GO:0006355,GO:0006464,GO:0006479,GO:0006508,GO:0006511,GO:0006807,GO:0006928,GO:0006996,GO:0007275,GO:0007548,GO:0007600,GO:0007605,GO:0008078,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008213,GO:0008276,GO:0008406,GO:0008757,GO:0009056,GO:0009057,GO:0009790,GO:0009791,GO:0009792,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010468,GO:0010498,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0010941,GO:0010942,GO:0016043,GO:0016273,GO:0016274,GO:0016458,GO:0016477,GO:0016567,GO:0016740,GO:0016741,GO:0018193,GO:0018195,GO:0018216,GO:0018996,GO:0019005,GO:0019219,GO:0019222,GO:0019538,GO:0019787,GO:0019941,GO:0022414,GO:0022607,GO:0022613,GO:0022618,GO:0030163,GO:0031047,GO:0031048,GO:0031146,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031461,GO:0031974,GO:0031981,GO:0032259,GO:0032446,GO:0032501,GO:0032502,GO:0032991,GO:0034622,GO:0035246,GO:0036211,GO:0040011,GO:0040029,GO:0040034,GO:0042303,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043414,GO:0043632,GO:0043687,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045137,GO:0045814,GO:0045892,GO:0045934,GO:0048471,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048608,GO:0048731,GO:0048856,GO:0048870,GO:0050789,GO:0050793,GO:0050794,GO:0050877,GO:0050954,GO:0051171,GO:0051172,GO:0051179,GO:0051252,GO:0051253,GO:0051276,GO:0051603,GO:0051674,GO:0060255,GO:0060966,GO:0060968,GO:0061458,GO:0065003,GO:0065007,GO:0070013,GO:0070647,GO:0070922,GO:0070923,GO:0071704,GO:0071826,GO:0071840,GO:0080090,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1902679,GO:1903506,GO:1903507,GO:1990234,GO:2000112,GO:2000113,GO:2001141	-	ko:K10297	-	-	-	-	ko00000,ko04121	-	-	-	Beta_helix,F-box-like,NosD,zf-UBR
gene-ASIM_LOCUS5374	7209.EFO20549.1	1.32e-19	80.1	KOG2177@1|root,KOG2177@2759|Eukaryota	2759|Eukaryota	O	zinc ion binding	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-ASIM_LOCUS5384	7209.EJD75232.1	5.29e-38	135.0	COG0654@1|root,KOG3855@2759|Eukaryota,38FN2@33154|Opisthokonta,3BAK6@33208|Metazoa,3CYXR@33213|Bilateria,40CPH@6231|Nematoda,1KVIW@119089|Chromadorea	33208|Metazoa	CH	FAD-dependent monooxygenase required for the C5-ring hydroxylation during ubiquinone biosynthesis. Catalyzes the hydroxylation of 3-polyprenyl-4-hydroxybenzoic acid to 3- polyprenyl-4,5-dihydroxybenzoic acid. The electrons required for the hydroxylation reaction may be funneled indirectly from NADPH via a ferredoxin ferredoxin reductase system to COQ6	COQ6	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006732,GO:0006733,GO:0006743,GO:0006744,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0042180,GO:0042181,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:1901576,GO:1901661,GO:1901663	-	ko:K06126	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00128	R04982,R08773	RC02670	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_3
gene-ASIM_LOCUS5433	281687.CJA06361	8.83e-85	268.0	KOG3530@1|root,KOG3530@2759|Eukaryota,38EPC@33154|Opisthokonta,3BE55@33208|Metazoa,3CXJ2@33213|Bilateria,40BPA@6231|Nematoda,1KV80@119089|Chromadorea,40T38@6236|Rhabditida	33208|Metazoa	S	Band 4.1 homologues	EPB41L4B	GO:0000578,GO:0000902,GO:0000904,GO:0001654,GO:0001667,GO:0001700,GO:0001701,GO:0001704,GO:0001707,GO:0001726,GO:0001738,GO:0001754,GO:0001756,GO:0001837,GO:0001839,GO:0001840,GO:0001894,GO:0001952,GO:0001954,GO:0002009,GO:0002064,GO:0003002,GO:0003382,GO:0003383,GO:0003674,GO:0005198,GO:0005200,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005829,GO:0005856,GO:0005886,GO:0005911,GO:0005912,GO:0005913,GO:0005915,GO:0005918,GO:0005924,GO:0005925,GO:0006928,GO:0006929,GO:0006931,GO:0006950,GO:0006996,GO:0007010,GO:0007155,GO:0007162,GO:0007163,GO:0007275,GO:0007369,GO:0007389,GO:0007390,GO:0007391,GO:0007398,GO:0007399,GO:0007423,GO:0007440,GO:0007492,GO:0007498,GO:0007509,GO:0008078,GO:0008092,GO:0008150,GO:0008258,GO:0009611,GO:0009653,GO:0009719,GO:0009790,GO:0009792,GO:0009798,GO:0009826,GO:0009880,GO:0009887,GO:0009888,GO:0009893,GO:0009948,GO:0009952,GO:0009987,GO:0010033,GO:0010468,GO:0010604,GO:0010608,GO:0010628,GO:0010632,GO:0010634,GO:0010717,GO:0010718,GO:0010810,GO:0010811,GO:0016020,GO:0016043,GO:0016049,GO:0016323,GO:0016331,GO:0016477,GO:0019222,GO:0019904,GO:0022008,GO:0022407,GO:0022408,GO:0022610,GO:0030010,GO:0030029,GO:0030036,GO:0030048,GO:0030054,GO:0030055,GO:0030154,GO:0030155,GO:0030182,GO:0030334,GO:0030335,GO:0030855,GO:0030859,GO:0031032,GO:0031252,GO:0031253,GO:0031256,GO:0031589,GO:0032091,GO:0032092,GO:0032501,GO:0032502,GO:0032525,GO:0032587,GO:0032879,GO:0032880,GO:0032989,GO:0035088,GO:0035089,GO:0035239,GO:0035282,GO:0035295,GO:0040007,GO:0040011,GO:0040012,GO:0040017,GO:0042060,GO:0042074,GO:0042221,GO:0042461,GO:0042462,GO:0042592,GO:0042995,GO:0043009,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043296,GO:0043393,GO:0044087,GO:0044089,GO:0044092,GO:0044093,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044463,GO:0044464,GO:0045177,GO:0045197,GO:0045198,GO:0045595,GO:0045597,GO:0045785,GO:0046530,GO:0046665,GO:0048318,GO:0048319,GO:0048332,GO:0048339,GO:0048468,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048546,GO:0048565,GO:0048589,GO:0048592,GO:0048598,GO:0048617,GO:0048646,GO:0048666,GO:0048699,GO:0048729,GO:0048731,GO:0048762,GO:0048856,GO:0048869,GO:0048870,GO:0048871,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051094,GO:0051098,GO:0051099,GO:0051100,GO:0051128,GO:0051130,GO:0051179,GO:0051239,GO:0051240,GO:0051270,GO:0051272,GO:0051547,GO:0051549,GO:0051674,GO:0051716,GO:0051893,GO:0051894,GO:0055123,GO:0060249,GO:0060255,GO:0060429,GO:0060485,GO:0060560,GO:0060972,GO:0061053,GO:0061162,GO:0061245,GO:0061339,GO:0065007,GO:0065008,GO:0065009,GO:0070160,GO:0070161,GO:0070201,GO:0070252,GO:0070848,GO:0070887,GO:0070986,GO:0071310,GO:0071363,GO:0071495,GO:0071559,GO:0071560,GO:0071840,GO:0071944,GO:0090109,GO:0090130,GO:0090162,GO:0090596,GO:0098590,GO:0120025,GO:0120038,GO:1901888,GO:1901890,GO:1903391,GO:1903393,GO:2000026,GO:2000145,GO:2000147	-	ko:K21111	ko04530,map04530	-	-	-	ko00000,ko00001	-	-	-	FA,FERM_C,FERM_M,FERM_N
gene-ASIM_LOCUS5467	6238.CBG15268	2.84e-41	154.0	KOG1242@1|root,KOG1242@2759|Eukaryota,38G0Y@33154|Opisthokonta,3BA6J@33208|Metazoa,3CTE7@33213|Bilateria,40CDJ@6231|Nematoda,1KYG4@119089|Chromadorea,40TU4@6236|Rhabditida	33208|Metazoa	J	ribosome binding	GCN1L1	GO:0001932,GO:0001934,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005844,GO:0006355,GO:0006357,GO:0006412,GO:0006417,GO:0006518,GO:0006807,GO:0006950,GO:0006970,GO:0006972,GO:0007154,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009267,GO:0009605,GO:0009628,GO:0009651,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010562,GO:0010604,GO:0010608,GO:0010628,GO:0010941,GO:0019219,GO:0019220,GO:0019222,GO:0019538,GO:0022626,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031399,GO:0031401,GO:0031667,GO:0031668,GO:0031669,GO:0032268,GO:0032270,GO:0032991,GO:0033135,GO:0033138,GO:0033554,GO:0034198,GO:0034248,GO:0034641,GO:0034645,GO:0036003,GO:0036251,GO:0042325,GO:0042327,GO:0042538,GO:0042594,GO:0042981,GO:0043043,GO:0043067,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043618,GO:0043620,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0045893,GO:0045935,GO:0045937,GO:0045944,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0061392,GO:0061393,GO:0061404,GO:0061416,GO:0065007,GO:0071214,GO:0071470,GO:0071472,GO:0071474,GO:0071475,GO:0071496,GO:0071704,GO:0080090,GO:0097159,GO:0104004,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1902680,GO:1903506,GO:1903508,GO:1990253,GO:1990904,GO:1990928,GO:2000112,GO:2001141	-	-	-	-	-	-	-	-	-	-	HEAT
gene-ASIM_LOCUS5472	27923.ML106612a-PA	3.06e-11	61.6	KOG2408@1|root,KOG2408@2759|Eukaryota	2759|Eukaryota	S	peroxidase activity	PXDN	GO:0000902,GO:0000904,GO:0001959,GO:0001960,GO:0002376,GO:0003674,GO:0003824,GO:0004601,GO:0005102,GO:0005126,GO:0005152,GO:0005198,GO:0005201,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005604,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006810,GO:0006897,GO:0006909,GO:0006928,GO:0006935,GO:0006955,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0007517,GO:0008150,GO:0008152,GO:0009056,GO:0009605,GO:0009636,GO:0009653,GO:0009790,GO:0009966,GO:0009968,GO:0009987,GO:0010171,GO:0010172,GO:0010469,GO:0010646,GO:0010648,GO:0010721,GO:0010975,GO:0010977,GO:0012505,GO:0016043,GO:0016192,GO:0016203,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0019838,GO:0019955,GO:0019966,GO:0020037,GO:0022008,GO:0023051,GO:0023057,GO:0030030,GO:0030154,GO:0030182,GO:0030198,GO:0030545,GO:0030547,GO:0031012,GO:0031175,GO:0031344,GO:0031345,GO:0032101,GO:0032102,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0040011,GO:0042221,GO:0042330,GO:0042737,GO:0042743,GO:0042744,GO:0043062,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044092,GO:0044237,GO:0044248,GO:0044421,GO:0044424,GO:0044444,GO:0044464,GO:0045595,GO:0045596,GO:0045664,GO:0045665,GO:0046906,GO:0048019,GO:0048037,GO:0048468,GO:0048513,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0048598,GO:0048666,GO:0048667,GO:0048679,GO:0048681,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050767,GO:0050768,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051093,GO:0051128,GO:0051129,GO:0051179,GO:0051186,GO:0051187,GO:0051234,GO:0051239,GO:0051241,GO:0051716,GO:0051960,GO:0051961,GO:0055114,GO:0060284,GO:0060538,GO:0060759,GO:0060761,GO:0061061,GO:0061564,GO:0062023,GO:0065007,GO:0065009,GO:0070570,GO:0070571,GO:0070887,GO:0071711,GO:0071840,GO:0072593,GO:0080134,GO:0080135,GO:0097159,GO:0097237,GO:0097485,GO:0098657,GO:0098754,GO:0098772,GO:0098869,GO:0120035,GO:0120036,GO:0120039,GO:1900115,GO:1900116,GO:1901363,GO:1903034,GO:1903035,GO:1990748,GO:2000026,GO:2000272	1.11.1.7	ko:K19511	-	-	-	-	ko00000,ko01000	-	-	-	An_peroxidase,I-set,LRR_8,VWC
gene-ASIM_LOCUS5479	281687.CJA04889a	1.46e-54	191.0	COG1501@1|root,KOG1065@2759|Eukaryota,38C0A@33154|Opisthokonta,3BACU@33208|Metazoa,3CTEG@33213|Bilateria,40BS5@6231|Nematoda,1KUKA@119089|Chromadorea,40S6H@6236|Rhabditida	33208|Metazoa	G	Belongs to the glycosyl hydrolase 31 family	-	GO:0000272,GO:0000323,GO:0003674,GO:0003824,GO:0004553,GO:0004558,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005773,GO:0005975,GO:0005976,GO:0005977,GO:0005980,GO:0006073,GO:0006091,GO:0006112,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009251,GO:0009987,GO:0015926,GO:0015980,GO:0016052,GO:0016787,GO:0016798,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044042,GO:0044237,GO:0044238,GO:0044247,GO:0044248,GO:0044260,GO:0044262,GO:0044264,GO:0044275,GO:0044424,GO:0044444,GO:0044464,GO:0055114,GO:0071704,GO:0090599,GO:1901575	3.2.1.20,3.2.1.3	ko:K01187,ko:K12047	ko00052,ko00500,ko01100,ko04973,map00052,map00500,map01100,map04973	-	R00028,R00801,R00802,R01790,R01791,R06087,R06088,R06199	RC00028,RC00049,RC00077	ko00000,ko00001,ko01000	-	GH31	-	Gal_mutarotas_2,Glyco_hydro_31,NtCtMGAM_N,Trefoil
gene-ASIM_LOCUS5482	281687.CJA12033	3.29e-24	103.0	KOG2183@1|root,KOG2183@2759|Eukaryota,39TIR@33154|Opisthokonta,3BGHY@33208|Metazoa,3CWUP@33213|Bilateria,40FN3@6231|Nematoda,1KXRI@119089|Chromadorea,40S4Q@6236|Rhabditida	33208|Metazoa	O	Serine carboxypeptidase S28	DPP7	GO:0000323,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003824,GO:0004177,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005766,GO:0005773,GO:0005775,GO:0005794,GO:0005829,GO:0006508,GO:0006807,GO:0006810,GO:0006887,GO:0006955,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0008239,GO:0009987,GO:0012505,GO:0016192,GO:0016787,GO:0017171,GO:0019538,GO:0030141,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032940,GO:0034774,GO:0035578,GO:0036230,GO:0042119,GO:0042582,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0044238,GO:0044422,GO:0044424,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045321,GO:0046903,GO:0050896,GO:0051179,GO:0051234,GO:0060205,GO:0070011,GO:0070013,GO:0071704,GO:0097708,GO:0099503,GO:0140096,GO:1901564	3.4.14.2,3.4.16.2	ko:K01276,ko:K01285	ko04614,ko04974,map04614,map04974	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_S28
