	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
99					A0A1U7U8D5	43.5	154	3.19e-20	TrEMBL	LASP1	A0A1U7U8D5_CARSF	tr|A0A1U7U8D5|A0A1U7U8D5_CARSF LIM and SH3 domain protein 1 OS=Carlito syrichta OX=1868482 GN=LASP1 PE=4 SV=1	203	Carlito syrichta	LIM and SH3 domain protein 1
100					G1TYY5	47.8	134	3.41e-20	TrEMBL	LASP1	G1TYY5_RABIT	tr|G1TYY5|G1TYY5_RABIT LIM and SH3 domain protein 1 OS=Oryctolagus cuniculus OX=9986 GN=LASP1 PE=4 SV=2	206	Oryctolagus cuniculus	LIM and SH3 domain protein 1
101					A0A7K6WE45	45.0	129	5.08e-20	TrEMBL	Lasp1_1	A0A7K6WE45_STECA	tr|A0A7K6WE45|A0A7K6WE45_STECA LIM and SH3 domain protein 1 (Fragment) OS=Steatornis caripensis OX=48435 GN=Lasp1_1 PE=4 SV=1	179	Steatornis caripensis	LIM and SH3 domain protein 1 (Fragment)
102					A0A7L3B3A3	45.0	129	5.33e-20	TrEMBL	Lasp1_0	A0A7L3B3A3_9AVES	tr|A0A7L3B3A3|A0A7L3B3A3_9AVES LIM and SH3 domain protein 1 (Fragment) OS=Syrrhaptes paradoxus OX=302527 GN=Lasp1_0 PE=4 SV=1	181	Syrrhaptes paradoxus	LIM and SH3 domain protein 1 (Fragment)
103					NP_001258537.1	48.5	130	6.09e-20	Nr			NP_001258537.1 LIM and SH3 domain protein 1 isoform b [Homo sapiens]	205	Homo sapiens	LIM and SH3 domain protein 1 isoform b
104					XP_032945893.1	48.5	130	6.09e-20	Nr			XP_032945893.1 LIM and SH3 domain protein 1 isoform X2 [Rhinolophus ferrumequinum]	205	Rhinolophus ferrumequinum	LIM and SH3 domain protein 1 isoform X2
105					XP_008065003.1	43.5	154	8.18e-20	Nr			XP_008065003.1 LIM and SH3 domain protein 1 isoform X2 [Carlito syrichta]	203	Carlito syrichta	LIM and SH3 domain protein 1 isoform X2
106					NWX45624.1	45.0	129	1.31e-19	Nr			NWX45624.1 LASP1 protein [Steatornis caripensis]	179	Steatornis caripensis	LASP1 protein
107					NXT25634.1	45.0	129	1.37e-19	Nr			NXT25634.1 LASP1 protein [Syrrhaptes paradoxus]	181	Syrrhaptes paradoxus	LASP1 protein
108					XP_032296774.1	46.8	124	1.58e-19	Nr			XP_032296774.1 LIM and SH3 domain protein 1 isoform X2 [Coturnix japonica]	202	Coturnix japonica	LIM and SH3 domain protein 1 isoform X2
109					XP_019596183.1	47.7	130	1.69e-19	Nr			XP_019596183.1 PREDICTED: LIM and SH3 domain protein 1 isoform X2 [Rhinolophus sinicus]	205	Rhinolophus sinicus	PREDICTED: LIM and SH3 domain protein 1 isoform X2
110					XP_039332745.1	47.7	130	2.38e-19	Nr			XP_039332745.1 LIM and SH3 domain protein 1 isoform X2 [Saimiri boliviensis boliviensis]	205	Saimiri boliviensis boliviensis	LIM and SH3 domain protein 1 isoform X2
111					XP_045014630.1	46.2	130	3.41e-19	Nr			XP_045014630.1 LIM and SH3 domain protein 1 isoform X3 [Jaculus jaculus]	206	Jaculus jaculus	LIM and SH3 domain protein 1 isoform X3
112					A0A7K9JB05	44.5	128	3.96e-19	TrEMBL	Lasp1	A0A7K9JB05_9CORV	tr|A0A7K9JB05|A0A7K9JB05_9CORV LIM and SH3 domain protein 1 (Fragment) OS=Myiagra hebetior OX=381031 GN=Lasp1 PE=4 SV=1	179	Myiagra hebetior	LIM and SH3 domain protein 1 (Fragment)
113					XP_037267059.1	44.9	127	6.45e-19	Nr			XP_037267059.1 LIM and SH3 domain protein 1 isoform X2 [Falco rusticolus]	204	Falco rusticolus	LIM and SH3 domain protein 1 isoform X2
114					XP_042691682.1	46.0	124	8.68e-19	Nr			XP_042691682.1 LIM and SH3 domain protein 1 isoform X2 [Centrocercus urophasianus]	202	Centrocercus urophasianus	LIM and SH3 domain protein 1 isoform X2
115					XP_031456605.1	46.0	124	8.68e-19	Nr			XP_031456605.1 LIM and SH3 domain protein 1 isoform X2 [Phasianus colchicus]	202	Phasianus colchicus	LIM and SH3 domain protein 1 isoform X2
116					XP_024999742.1	46.0	124	8.68e-19	Nr			XP_024999742.1 LIM and SH3 domain protein 1 isoform X3 [Gallus gallus]	202	Gallus gallus	LIM and SH3 domain protein 1 isoform X3
117					A0A850WYE4	45.0	129	2.45e-18	TrEMBL	Lasp1_0	A0A850WYE4_PIACA	tr|A0A850WYE4|A0A850WYE4_PIACA LIM and SH3 domain protein 1 (Fragment) OS=Piaya cayana OX=33601 GN=Lasp1_0 PE=4 SV=1	184	Piaya cayana	LIM and SH3 domain protein 1 (Fragment)
118					A0A8C2S627	46.9	130	7.35e-18	TrEMBL		A0A8C2S627_CAPHI	tr|A0A8C2S627|A0A8C2S627_CAPHI LIM and SH3 domain protein 1 OS=Capra hircus OX=9925 PE=4 SV=1	203	Capra hircus	LIM and SH3 domain protein 1
119					A0A6J0WBN5	46.9	130	7.51e-18	TrEMBL	LASP1	A0A6J0WBN5_ODOVR	tr|A0A6J0WBN5|A0A6J0WBN5_ODOVR LIM and SH3 domain protein 1 OS=Odocoileus virginianus texanus OX=9880 GN=LASP1 PE=4 SV=1	204	Odocoileus virginianus texanus	LIM and SH3 domain protein 1
120					A0A1U8D0S3	45.1	122	1.57e-17	TrEMBL	LASP1	A0A1U8D0S3_ALLSI	tr|A0A1U8D0S3|A0A1U8D0S3_ALLSI LIM and SH3 domain protein 1 OS=Alligator sinensis OX=38654 GN=LASP1 PE=4 SV=1	207	Alligator sinensis	LIM and SH3 domain protein 1
121					A0A2U3YI25	45.3	128	4.95e-17	TrEMBL	LASP1	A0A2U3YI25_LEPWE	tr|A0A2U3YI25|A0A2U3YI25_LEPWE LIM and SH3 domain protein 1 OS=Leptonychotes weddellii OX=9713 GN=LASP1 PE=4 SV=1	197	Leptonychotes weddellii	LIM and SH3 domain protein 1
122					A0A8C6MWW1	45.6	125	5.02e-17	TrEMBL		A0A8C6MWW1_MUSSI	tr|A0A8C6MWW1|A0A8C6MWW1_MUSSI LIM and SH3 domain protein 1 OS=Mus spicilegus OX=10103 PE=4 SV=1	182	Mus spicilegus	LIM and SH3 domain protein 1
123					A0A4W2DTT7	46.2	130	2.22e-16	TrEMBL	LASP1	A0A4W2DTT7_BOBOX	tr|A0A4W2DTT7|A0A4W2DTT7_BOBOX LIM and SH3 domain protein 1 OS=Bos indicus x Bos taurus OX=30522 GN=LASP1 PE=4 SV=1	204	Bos indicus x Bos taurus	LIM and SH3 domain protein 1
124					A0A6P3HR35	46.2	130	2.22e-16	TrEMBL	LASP1	A0A6P3HR35_BISBI	tr|A0A6P3HR35|A0A6P3HR35_BISBI LIM and SH3 domain protein 1 OS=Bison bison bison OX=43346 GN=LASP1 PE=4 SV=1	204	Bison bison bison	LIM and SH3 domain protein 1
125					Q5R5W0	49.7	143	3.09e-16	Swiss-Prot	LASP1	LASP1_PONAB	sp|Q5R5W0|LASP1_PONAB LIM and SH3 domain protein 1 OS=Pongo abelii OX=9601 GN=LASP1 PE=2 SV=1	261	Pongo abelii	LIM and SH3 domain protein 1
126					Q99MZ8	49.0	143	6.12e-16	Swiss-Prot	Lasp1	LASP1_RAT	sp|Q99MZ8|LASP1_RAT LIM and SH3 domain protein 1 OS=Rattus norvegicus OX=10116 GN=Lasp1 PE=1 SV=1	263	Rattus norvegicus	LIM and SH3 domain protein 1
127					Q14847	49.7	143	8.28e-16	Swiss-Prot	LASP1	LASP1_HUMAN	sp|Q14847|LASP1_HUMAN LIM and SH3 domain protein 1 OS=Homo sapiens OX=9606 GN=LASP1 PE=1 SV=2	261	Homo sapiens	LIM and SH3 domain protein 1
128					O77506	49.0	147	1.18e-15	Swiss-Prot	LASP1	LASP1_RABIT	sp|O77506|LASP1_RABIT LIM and SH3 domain protein 1 OS=Oryctolagus cuniculus OX=9986 GN=LASP1 PE=1 SV=1	263	Oryctolagus cuniculus	LIM and SH3 domain protein 1
129					Q3B7M5	47.6	143	5.34e-12	Swiss-Prot	LASP1	LASP1_BOVIN	sp|Q3B7M5|LASP1_BOVIN LIM and SH3 domain protein 1 OS=Bos taurus OX=9913 GN=LASP1 PE=2 SV=1	260	Bos taurus	LIM and SH3 domain protein 1
130					Q61792	45.5	143	5.5e-12	Swiss-Prot	Lasp1	LASP1_MOUSE	sp|Q61792|LASP1_MOUSE LIM and SH3 domain protein 1 OS=Mus musculus OX=10090 GN=Lasp1 PE=1 SV=1	263	Mus musculus	LIM and SH3 domain protein 1
131	Cluster-110425.0_A0.TRINITY_DN101509_c1_g1_i3	salamandra_salamandra_fast-slow_blastx	-2.28542809172596	0.0306792842544881	O54905	51.9	405	6.62e-142	Swiss-Prot	B3galt2	B3GT2_MOUSE	sp|O54905|B3GT2_MOUSE Beta-1,3-galactosyltransferase 2 OS=Mus musculus OX=10090 GN=B3galt2 PE=1 SV=2	422	Mus musculus	Beta-1,3-galactosyltransferase 2
132					A0A7K6MIW8	52.3	405	9.87e-142	TrEMBL	B3galt2_0	A0A7K6MIW8_PANBI	tr|A0A7K6MIW8|A0A7K6MIW8_PANBI Hexosyltransferase (Fragment) OS=Panurus biarmicus OX=181101 GN=B3galt2_0 PE=3 SV=1	422	Panurus biarmicus	Hexosyltransferase (Fragment)
133					A0A7K5W555	52.1	405	9.87e-142	TrEMBL	B3galt2_1	A0A7K5W555_9SYLV	tr|A0A7K5W555|A0A7K5W555_9SYLV Hexosyltransferase (Fragment) OS=Hylia prasina OX=208073 GN=B3galt2_1 PE=3 SV=1	422	Hylia prasina	Hexosyltransferase (Fragment)
134					XP_030310977.1	52.0	410	1.65e-141	Nr			XP_030310977.1 beta-1,3-galactosyltransferase 2 [Calypte anna]	430	Calypte anna	beta-1,3-galactosyltransferase 2
135					A0A7L3QVZ3	51.9	405	1.9799999999999998e-141	TrEMBL	B3galt2_1	A0A7L3QVZ3_9SYLV	tr|A0A7L3QVZ3|A0A7L3QVZ3_9SYLV Hexosyltransferase (Fragment) OS=Cettia cetti OX=68486 GN=B3galt2_1 PE=3 SV=1	422	Cettia cetti	Hexosyltransferase (Fragment)
136					NWW36348.1	52.3	405	2.53e-141	Nr			NWW36348.1 B3GT2 galactosyltransferase [Panurus biarmicus]	422	Panurus biarmicus	B3GT2 galactosyltransferase
137					NWU36114.1	52.1	405	2.53e-141	Nr			NWU36114.1 B3GT2 galactosyltransferase [Hylia prasina]	422	Hylia prasina	B3GT2 galactosyltransferase
138					A0A8B7QXV8	52.1	405	3.98e-141	TrEMBL	B3GALT2	A0A8B7QXV8_HIPAR	tr|A0A8B7QXV8|A0A8B7QXV8_HIPAR Hexosyltransferase OS=Hipposideros armiger OX=186990 GN=B3GALT2 PE=3 SV=1	422	Hipposideros armiger	Hexosyltransferase
139					A0A7L1PRM1	52.3	405	3.98e-141	TrEMBL	B3galt2_0	A0A7L1PRM1_ORIOR	tr|A0A7L1PRM1|A0A7L1PRM1_ORIOR Hexosyltransferase (Fragment) OS=Oriolus oriolus OX=181099 GN=B3galt2_0 PE=3 SV=1	422	Oriolus oriolus	Hexosyltransferase (Fragment)
140					A0A7K6G5S6	51.9	405	3.98e-141	TrEMBL	B3galt2_1	A0A7K6G5S6_9PASS	tr|A0A7K6G5S6|A0A7K6G5S6_9PASS Hexosyltransferase (Fragment) OS=Malurus elegans OX=720584 GN=B3galt2_1 PE=3 SV=1	422	Malurus elegans	Hexosyltransferase (Fragment)
141					A0A7L0VC52	52.3	405	3.98e-141	TrEMBL	B3galt2_0	A0A7L0VC52_9PASE	tr|A0A7L0VC52|A0A7L0VC52_9PASE Hexosyltransferase (Fragment) OS=Leptocoma aspasia OX=2585812 GN=B3galt2_0 PE=3 SV=1	422	Leptocoma aspasia	Hexosyltransferase (Fragment)
142					A0A091EIQ4	52.3	405	3.98e-141	TrEMBL	N302_00567	A0A091EIQ4_CORBR	tr|A0A091EIQ4|A0A091EIQ4_CORBR Hexosyltransferase OS=Corvus brachyrhynchos OX=85066 GN=N302_00567 PE=3 SV=1	422	Corvus brachyrhynchos	Hexosyltransferase
143					NXV07505.1	51.9	405	5.09e-141	Nr			NXV07505.1 B3GT2 galactosyltransferase [Cettia cetti]	422	Cettia cetti	B3GT2 galactosyltransferase
144					A0A7K9KI20	52.1	405	5.629999999999999e-141	TrEMBL	B3galt2_1	A0A7K9KI20_9PASE	tr|A0A7K9KI20|A0A7K9KI20_9PASE Hexosyltransferase (Fragment) OS=Dicaeum eximium OX=667154 GN=B3galt2_1 PE=3 SV=1	422	Dicaeum eximium	Hexosyltransferase (Fragment)
145					A0A7K5X4W3	52.3	405	5.629999999999999e-141	TrEMBL	B3galt2_0	A0A7K5X4W3_9CHAR	tr|A0A7K5X4W3|A0A7K5X4W3_9CHAR Hexosyltransferase (Fragment) OS=Dromas ardeola OX=458190 GN=B3galt2_0 PE=3 SV=1	422	Dromas ardeola	Hexosyltransferase (Fragment)
146					A0A7L2E092	51.7	406	5.629999999999999e-141	TrEMBL	B3galt2_0	A0A7L2E092_ANTMN	tr|A0A7L2E092|A0A7L2E092_ANTMN Hexosyltransferase (Fragment) OS=Anthoscopus minutus OX=156561 GN=B3galt2_0 PE=3 SV=1	422	Anthoscopus minutus	Hexosyltransferase (Fragment)
147					A0A7K6FRZ6	52.2	404	7.72e-141	TrEMBL	B3galt2_2	A0A7K6FRZ6_9CORV	tr|A0A7K6FRZ6|A0A7K6FRZ6_9CORV Hexosyltransferase (Fragment) OS=Daphoenositta chrysoptera OX=254528 GN=B3galt2_2 PE=3 SV=1	421	Daphoenositta chrysoptera	Hexosyltransferase (Fragment)
148					A0A6P5PWP4	52.1	405	7.98e-141	TrEMBL	B3galt2	A0A6P5PWP4_MUSCR	tr|A0A6P5PWP4|A0A6P5PWP4_MUSCR Hexosyltransferase OS=Mus caroli OX=10089 GN=B3galt2 PE=3 SV=1	422	Mus caroli	Hexosyltransferase
149					A0A7K8FCA4	52.3	405	7.98e-141	TrEMBL	B3galt2_1	A0A7K8FCA4_9CORV	tr|A0A7K8FCA4|A0A7K8FCA4_9CORV Hexosyltransferase (Fragment) OS=Struthidea cinerea OX=181839 GN=B3galt2_1 PE=3 SV=1	422	Struthidea cinerea	Hexosyltransferase (Fragment)
150					A0A851E0I8	52.1	405	7.98e-141	TrEMBL	B3galt2_0	A0A851E0I8_9CORV	tr|A0A851E0I8|A0A851E0I8_9CORV Hexosyltransferase (Fragment) OS=Dryoscopus gambensis OX=85069 GN=B3galt2_0 PE=3 SV=1	422	Dryoscopus gambensis	Hexosyltransferase (Fragment)
151					A0A7K8D5J2	52.1	405	7.98e-141	TrEMBL	B3galt2_1	A0A7K8D5J2_9CORV	tr|A0A7K8D5J2|A0A7K8D5J2_9CORV Hexosyltransferase (Fragment) OS=Eulacestoma nigropectus OX=461239 GN=B3galt2_1 PE=3 SV=1	422	Eulacestoma nigropectus	Hexosyltransferase (Fragment)
152					A0A7K6B5Z2	52.3	405	7.98e-141	TrEMBL	B3galt2_1	A0A7K6B5Z2_UPUEP	tr|A0A7K6B5Z2|A0A7K6B5Z2_UPUEP Hexosyltransferase (Fragment) OS=Upupa epops OX=57439 GN=B3galt2_1 PE=3 SV=1	422	Upupa epops	Hexosyltransferase (Fragment)
153					A0A851RNW2	51.9	405	7.98e-141	TrEMBL	B3galt2_1	A0A851RNW2_CERFA	tr|A0A851RNW2|A0A851RNW2_CERFA Hexosyltransferase (Fragment) OS=Certhia familiaris OX=73333 GN=B3galt2_1 PE=3 SV=1	422	Certhia familiaris	Hexosyltransferase (Fragment)
154					A0A7L3MQX0	52.1	405	7.98e-141	TrEMBL	B3galt2_3	A0A7L3MQX0_9PASS	tr|A0A7L3MQX0|A0A7L3MQX0_9PASS Hexosyltransferase (Fragment) OS=Horornis vulcanius OX=2585811 GN=B3galt2_3 PE=3 SV=1	422	Horornis vulcanius	Hexosyltransferase (Fragment)
155					A0A7L1W2X8	51.9	405	7.98e-141	TrEMBL	B3galt2_0	A0A7L1W2X8_9PASS	tr|A0A7L1W2X8|A0A7L1W2X8_9PASS Hexosyltransferase (Fragment) OS=Certhia brachydactyla OX=73330 GN=B3galt2_0 PE=3 SV=1	422	Certhia brachydactyla	Hexosyltransferase (Fragment)
156					A0A8C3QXA4	52.3	405	7.98e-141	TrEMBL		A0A8C3QXA4_9PASS	tr|A0A8C3QXA4|A0A8C3QXA4_9PASS Hexosyltransferase OS=Cyanoderma ruficeps OX=181631 PE=3 SV=1	422	Cyanoderma ruficeps	Hexosyltransferase
157					A0A7L1MFU1	52.1	405	7.98e-141	TrEMBL	B3galt2_0	A0A7L1MFU1_BOMGA	tr|A0A7L1MFU1|A0A7L1MFU1_BOMGA Hexosyltransferase (Fragment) OS=Bombycilla garrulus OX=125297 GN=B3galt2_0 PE=3 SV=1	422	Bombycilla garrulus	Hexosyltransferase (Fragment)
158					XP_019493644.1	52.1	405	1.02e-140	Nr			XP_019493644.1 PREDICTED: beta-1,3-galactosyltransferase 2 [Hipposideros armiger]	422	Hipposideros armiger	PREDICTED: beta-1,3-galactosyltransferase 2
159					XP_008628427.1	52.3	405	1.02e-140	Nr			XP_008628427.1 PREDICTED: beta-1,3-galactosyltransferase 2 [Corvus brachyrhynchos]	422	Corvus brachyrhynchos	PREDICTED: beta-1,3-galactosyltransferase 2
160					NXO14883.1	52.3	405	1.02e-140	Nr			NXO14883.1 B3GT2 galactosyltransferase [Oriolus oriolus]	422	Oriolus oriolus	B3GT2 galactosyltransferase
161					NXL76447.1	52.3	405	1.02e-140	Nr			NXL76447.1 B3GT2 galactosyltransferase [Leptocoma aspasia]	422	Leptocoma aspasia	B3GT2 galactosyltransferase
162					NWV58639.1	51.9	405	1.02e-140	Nr			NWV58639.1 B3GT2 galactosyltransferase [Malurus elegans]	422	Malurus elegans	B3GT2 galactosyltransferase
163					A0A7L3H3U0	52.1	405	1.13e-140	TrEMBL	B3galt2_2	A0A7L3H3U0_9PASS	tr|A0A7L3H3U0|A0A7L3H3U0_9PASS Hexosyltransferase (Fragment) OS=Buphagus erythrorhynchus OX=245048 GN=B3galt2_2 PE=3 SV=1	422	Buphagus erythrorhynchus	Hexosyltransferase (Fragment)
164					A0A7K5PTD8	52.1	405	1.13e-140	TrEMBL	B3galt2_0	A0A7K5PTD8_9CORV	tr|A0A7K5PTD8|A0A7K5PTD8_9CORV Hexosyltransferase (Fragment) OS=Erythrocercus mccallii OX=107208 GN=B3galt2_0 PE=3 SV=1	422	Erythrocercus mccallii	Hexosyltransferase (Fragment)
165					A0A7K5V9S4	52.1	405	1.13e-140	TrEMBL	B3galt2_0	A0A7K5V9S4_9CORV	tr|A0A7K5V9S4|A0A7K5V9S4_9CORV Hexosyltransferase (Fragment) OS=Platysteira castanea OX=1160851 GN=B3galt2_0 PE=3 SV=1	422	Platysteira castanea	Hexosyltransferase (Fragment)
166					NWU48258.1	52.3	405	1.45e-140	Nr			NWU48258.1 B3GT2 galactosyltransferase [Dromas ardeola]	422	Dromas ardeola	B3GT2 galactosyltransferase
167					NXQ55426.1	51.7	406	1.45e-140	Nr			NXQ55426.1 B3GT2 galactosyltransferase [Anthoscopus minutus]	422	Anthoscopus minutus	B3GT2 galactosyltransferase
168					NXH49912.1	52.1	405	1.45e-140	Nr			NXH49912.1 B3GT2 galactosyltransferase [Dicaeum eximium]	422	Dicaeum eximium	B3GT2 galactosyltransferase
169					NWV53788.1	52.2	404	1.9799999999999999e-140	Nr			NWV53788.1 B3GT2 galactosyltransferase [Daphoenositta chrysoptera]	421	Daphoenositta chrysoptera	B3GT2 galactosyltransferase
170					NXB61263.1	52.3	405	2.0499999999999998e-140	Nr			NXB61263.1 B3GT2 galactosyltransferase [Struthidea cinerea]	422	Struthidea cinerea	B3GT2 galactosyltransferase
171					XP_021020907.1	52.1	405	2.0499999999999998e-140	Nr			XP_021020907.1 beta-1,3-galactosyltransferase 2 [Mus caroli]	422	Mus caroli	beta-1,3-galactosyltransferase 2
172					NXN86139.1	52.1	405	2.0499999999999998e-140	Nr			NXN86139.1 B3GT2 galactosyltransferase [Bombycilla garrulus]	422	Bombycilla garrulus	B3GT2 galactosyltransferase
173					NWU96776.1	52.3	405	2.0499999999999998e-140	Nr			NWU96776.1 B3GT2 galactosyltransferase [Upupa epops]	422	Upupa epops	B3GT2 galactosyltransferase
174					NXU67981.1	52.1	405	2.0499999999999998e-140	Nr			NXU67981.1 B3GT2 galactosyltransferase [Horornis vulcanius]	422	Horornis vulcanius	B3GT2 galactosyltransferase
175					NWI72717.1	52.1	405	2.0499999999999998e-140	Nr			NWI72717.1 B3GT2 galactosyltransferase [Dryoscopus gambensis]	422	Dryoscopus gambensis	B3GT2 galactosyltransferase
176					NXB33858.1	52.1	405	2.0499999999999998e-140	Nr			NXB33858.1 B3GT2 galactosyltransferase [Eulacestoma nigropectus]	422	Eulacestoma nigropectus	B3GT2 galactosyltransferase
177					NXC93193.1	51.9	405	2.0499999999999998e-140	Nr			NXC93193.1 B3GT2 galactosyltransferase [Certhia familiaris]	422	Certhia familiaris	B3GT2 galactosyltransferase
178					XP_028625789.1	52.6	405	2.91e-140	Nr			XP_028625789.1 beta-1,3-galactosyltransferase 2 [Grammomys surdaster]	422	Grammomys surdaster	beta-1,3-galactosyltransferase 2
179					NWT58366.1	52.1	405	2.91e-140	Nr			NWT58366.1 B3GT2 galactosyltransferase [Erythrocercus mccallii]	422	Erythrocercus mccallii	B3GT2 galactosyltransferase
180					NXJ21381.1	52.1	405	2.91e-140	Nr			NXJ21381.1 B3GT2 galactosyltransferase [Dicrurus megarhynchus]	422	Dicrurus megarhynchus	B3GT2 galactosyltransferase
181					NXI77649.1	52.1	405	2.91e-140	Nr			NXI77649.1 B3GT2 galactosyltransferase [Rhipidura dahli]	422	Rhipidura dahli	B3GT2 galactosyltransferase
182					O43825	51.1	405	1.23e-139	Swiss-Prot	B3GALT2	B3GT2_HUMAN	sp|O43825|B3GT2_HUMAN Beta-1,3-galactosyltransferase 2 OS=Homo sapiens OX=9606 GN=B3GALT2 PE=1 SV=1	422	Homo sapiens	Beta-1,3-galactosyltransferase 2
183					Q5R5Y3	51.1	405	1.74e-139	Swiss-Prot	B3GALT2	B3GT2_PONAB	sp|Q5R5Y3|B3GT2_PONAB Beta-1,3-galactosyltransferase 2 OS=Pongo abelii OX=9601 GN=B3GALT2 PE=2 SV=1	422	Pongo abelii	Beta-1,3-galactosyltransferase 2
184					Q7JK24	46.5	273	1.58e-85	Swiss-Prot	B3GALT1	B3GT1_GORGO	sp|Q7JK24|B3GT1_GORGO Beta-1,3-galactosyltransferase 1 OS=Gorilla gorilla gorilla OX=9595 GN=B3GALT1 PE=3 SV=1	326	Gorilla gorilla gorilla	Beta-1,3-galactosyltransferase 1
185					Q9Y5Z6	46.5	273	1.58e-85	Swiss-Prot	B3GALT1	B3GT1_HUMAN	sp|Q9Y5Z6|B3GT1_HUMAN Beta-1,3-galactosyltransferase 1 OS=Homo sapiens OX=9606 GN=B3GALT1 PE=1 SV=1	326	Homo sapiens	Beta-1,3-galactosyltransferase 1
186					O54904	46.5	273	1.58e-85	Swiss-Prot	B3galt1	B3GT1_MOUSE	sp|O54904|B3GT1_MOUSE Beta-1,3-galactosyltransferase 1 OS=Mus musculus OX=10090 GN=B3galt1 PE=1 SV=2	326	Mus musculus	Beta-1,3-galactosyltransferase 1
187					Q7JK25	46.5	273	1.58e-85	Swiss-Prot	B3GALT1	B3GT1_PANPA	sp|Q7JK25|B3GT1_PANPA Beta-1,3-galactosyltransferase 1 OS=Pan paniscus OX=9597 GN=B3GALT1 PE=3 SV=1	326	Pan paniscus	Beta-1,3-galactosyltransferase 1
188					Q7JK26	46.5	273	1.58e-85	Swiss-Prot	B3GALT1	B3GT1_PANTR	sp|Q7JK26|B3GT1_PANTR Beta-1,3-galactosyltransferase 1 OS=Pan troglodytes OX=9598 GN=B3GALT1 PE=3 SV=1	326	Pan troglodytes	Beta-1,3-galactosyltransferase 1
189					Q9MYM7	46.5	273	1.58e-85	Swiss-Prot	B3GALT1	B3GT1_PONPY	sp|Q9MYM7|B3GT1_PONPY Beta-1,3-galactosyltransferase 1 OS=Pongo pygmaeus OX=9600 GN=B3GALT1 PE=3 SV=1	326	Pongo pygmaeus	Beta-1,3-galactosyltransferase 1
190					Q9JI67	40.9	274	7.01e-69	Swiss-Prot	B3galt5	B3GT5_MOUSE	sp|Q9JI67|B3GT5_MOUSE Beta-1,3-galactosyltransferase 5 OS=Mus musculus OX=10090 GN=B3galt5 PE=2 SV=1	308	Mus musculus	Beta-1,3-galactosyltransferase 5
191					Q9N293	40.9	257	7.5900000000000005e-65	Swiss-Prot	B3GALT5	B3GT5_GORGO	sp|Q9N293|B3GT5_GORGO Beta-1,3-galactosyltransferase 5 (Fragment) OS=Gorilla gorilla gorilla OX=9595 GN=B3GALT5 PE=3 SV=2	298	Gorilla gorilla gorilla	Beta-1,3-galactosyltransferase 5 (Fragment)
192					Q9Y2C3	38.8	268	7.69e-65	Swiss-Prot	B3GALT5	B3GT5_HUMAN	sp|Q9Y2C3|B3GT5_HUMAN Beta-1,3-galactosyltransferase 5 OS=Homo sapiens OX=9606 GN=B3GALT5 PE=1 SV=1	310	Homo sapiens	Beta-1,3-galactosyltransferase 5
193					Q9N294	40.5	257	1.64e-64	Swiss-Prot	B3GALT5	B3GT5_PANPA	sp|Q9N294|B3GT5_PANPA Beta-1,3-galactosyltransferase 5 (Fragment) OS=Pan paniscus OX=9597 GN=B3GALT5 PE=3 SV=1	301	Pan paniscus	Beta-1,3-galactosyltransferase 5 (Fragment)
194					Q9N295	40.5	257	2.8900000000000002e-64	Swiss-Prot	B3GALT5	B3GT5_PANTR	sp|Q9N295|B3GT5_PANTR Beta-1,3-galactosyltransferase 5 (Fragment) OS=Pan troglodytes OX=9598 GN=B3GALT5 PE=3 SV=1	297	Pan troglodytes	Beta-1,3-galactosyltransferase 5 (Fragment)
195					Q6AY39	36.8	266	4.2200000000000005e-59	Swiss-Prot	B3galnt1	B3GL1_RAT	sp|Q6AY39|B3GL1_RAT UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1 OS=Rattus norvegicus OX=10116 GN=B3galnt1 PE=2 SV=1	331	Rattus norvegicus	UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1
196					Q920V1	36.5	266	1.6400000000000002e-58	Swiss-Prot	B3galnt1	B3GL1_MOUSE	sp|Q920V1|B3GL1_MOUSE UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1 OS=Mus musculus OX=10090 GN=B3galnt1 PE=2 SV=2	331	Mus musculus	UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1
197					Q793U7	36.5	266	1.6400000000000002e-58	Swiss-Prot	B3galnt1	B3GL1_MUSSI	sp|Q793U7|B3GL1_MUSSI UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1 OS=Mus spicilegus OX=10103 GN=B3galnt1 PE=3 SV=1	331	Mus spicilegus	UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1
198					Q864U6	36.5	266	3.4800000000000003e-57	Swiss-Prot	B3GALNT1	B3GL1_PIG	sp|Q864U6|B3GL1_PIG UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1 OS=Sus scrofa OX=9823 GN=B3GALNT1 PE=2 SV=1	331	Sus scrofa	UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1
